,id,argument,tsne_30_x,tsne_30_y,argument_id,name,cluster_id,kp
644,645,"In any event, the whole issue of the role of consent in the criminal law is of great complexity and the Contracting States should enjoy a wide margin of appreciation to consider all the public-policy options.",-5.436923,31.252935,645,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
645,646,"Contracting States should enjoy a wide margin of appreciation to consider all the public-policy options.
41.   The Commission noted that the injuries that were or could be caused by the applicants’ activities were of a significant nature and degree, and that the conduct in question was, on any view, of an extreme character.",-35.677265,13.913948,646,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
646,647,The scope of this margin of appreciation is not identical in each case but will vary according to the context.,12.882665,58.312325,647,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
650,651," The determination of the level of harm that should be tolerated by the law in situations where the victim consents is in the first instance a matter for the State concerned since what is at stake is related, on the one hand, to public health considerations and to the general deterrent effect of the criminal law, and, on the other, to the personal autonomy of the individual.",-7.416214,26.133596,651,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
653,654,"In deciding whether or not to prosecute, the State authorities were entitled to have regard not only to the actual seriousness of the harm caused - which as noted above was considered to be significant - but also, as stated by Lord Jauncey of Tullichettle (see paragraph 21 above), to the potential for harm inherent in the acts in question.",-37.622887,14.145065,654,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
676,677,"The Court considers that one of the roles which the State is unquestionably entitled to undertake is to seek to regulate, through the operation of the criminal law, activities which involve the infliction of physical harm.",-9.480376,25.863184,677,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
677,678,"Accordingly, the Court considers that the reasons given by the national authorities for the measures taken in respect of the applicants were relevant and sufficient for the purposes of Article 8 para. 2 (art. 8-2).",42.964886,24.459692,678,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
682,683,It is evident from the facts established by the national courts,-16.419239,-17.518793,683,20.txt,3,"In our series of letters from African journalists, film-maker and columnist Farai Sevenzo looks at some of the key stories of the week."
630,631,"the Norris v. Ireland judgment of 26 October 1988, Series A no. 142, and the Modinos v. Cyprus judgment of 22 April 1993, Series A no. 259).",94.25767,5.3675423,631,20.txt,4,The European Court of Human Rights (ECHR) has ruled that the European Convention on Human Rights (ECHR) does not apply to Cyprus.
633,634,"There can be no doubt that sexual orientation and activity concern an intimate aspect of private life (see, mutatis mutandis, the Dudgeon v. the United Kingdom judgment of 22 October 1981, Series A no. 45, p. 21, para. 52).",96.944824,10.890968,634,20.txt,4,The European Court of Human Rights (ECHR) has ruled that the European Convention on Human Rights (ECHR) does not apply to Cyprus.
637,638,"(see, mutatis mutandis, the Dudgeon v. the United Kingdom judgment of 22 October 1981, Series A no. 45, p. 21, para. 52).",97.8613,10.432457,638,20.txt,4,The European Court of Human Rights (ECHR) has ruled that the European Convention on Human Rights (ECHR) does not apply to Cyprus.
648,649,"(see the Buckley v. the United Kingdom judgment of 25 September 1996, Reports of Judgments and Decisions 1996-IV, pp. 1291-92, para. 74).",103.23198,19.208134,649,20.txt,4,The European Court of Human Rights (ECHR) has ruled that the European Convention on Human Rights (ECHR) does not apply to Cyprus.
651,652,"(see the Dudgeon judgment cited above, the Norris v. Ireland judgment of 26 October 1988, Series A no. 142, and the Modinos v. Cyprus judgment of 22 April 1993, Series A no. 259).",94.3358,5.987462,652,20.txt,4,The European Court of Human Rights (ECHR) has ruled that the European Convention on Human Rights (ECHR) does not apply to Cyprus.
675,676,"(see Olivier de Schutter’s commentary on that judgment in Revue trimestrielle des droits de l’homme, Brussels, 1997, pp. 64-93).",84.52428,-7.566915,676,20.txt,4,The European Court of Human Rights (ECHR) has ruled that the European Convention on Human Rights (ECHR) does not apply to Cyprus.
882,883,"Before the Court the Government stated that they were prepared to accept the Commission’s opinion that there had been a violation of Article 5 para. 1 of the Convention (art. 5-1), whilst at the same time informing the Court of the views of the Prosecutor-General, the authority which had ordered the applicant’s detention on remand (see paragraph 11 above).",41.03791,11.349544,883,21.txt,0,A number of stories from the news in Northern Ireland this week:
883,884, The Prosecutor-General’s submission on the applicant’s complaints included the following observations.,-7.624597,-52.885777,884,21.txt,0,A number of stories from the news in Northern Ireland this week:
884,885,It was a key element of the offence of misappropriation under Bulgarian law that the offender had dealt with someone else’s property as though it had been his or her own and had thereby infringed the owner’s interests; it was not decisive whether he or she had sought to obtain an advantage for himself or herself or for a third party (see paragraph 26 above).,-49.187634,-30.654446,885,21.txt,0,A number of stories from the news in Northern Ireland this week:
885,886,"Furthermore, members of a body could by reason of their joint decisions and actions be found guilty if they had thereby knowingly committed acts which amounted to an offence.",0.71407884,-32.407707,886,21.txt,0,A number of stories from the news in Northern Ireland this week:
886,887,"In the present case, since the collective decisions concerned had caused economic loss, criminal proceedings had been instituted against each member of the body which had taken those decisions (see paragraphs 9 and 11 above).",-47.903065,-5.278525,887,21.txt,0,A number of stories from the news in Northern Ireland this week:
888,889,"Admittedly, the Prosecutor-General had not been in a position at the time to ascertain whether there was criminal intent.",-25.425774,-44.18436,889,21.txt,0,A number of stories from the news in Northern Ireland this week:
889,890,"He had considered, having regard to the circumstances and complexity of the case, that this could only be determined in the course of the preliminary investigations.",-16.454458,-21.145594,890,21.txt,0,A number of stories from the news in Northern Ireland this week:
890,891,"Although not expressly stated in the order to detain the applicant on remand, the decision had been taken in view of who the applicant was and the gravity of the offence committed (see paragraphs 9 and 11 above).",-44.19228,-30.693205,891,21.txt,0,A number of stories from the news in Northern Ireland this week:
891,892,The Supreme Court too had laid stress on the applicant’s status as a member of the National Assembly (see paragraph 13 above).,-26.371843,-48.540432,892,21.txt,0,A number of stories from the news in Northern Ireland this week:
892,893,The extremely wide powers which he had enjoyed by virtue of his position had given him greater opportunities to abscond or commit further offences than he would have had otherwise.,-44.812737,-26.795313,893,21.txt,0,A number of stories from the news in Northern Ireland this week:
893,894,"Furthermore, his position in society, his numerous contacts abroad and his repeated requests that the authorities return his passport, were all considerations which went to justify placing him in pre-trial detention.",-43.083725,-28.76605,894,21.txt,0,A number of stories from the news in Northern Ireland this week:
901,902," However, none of the provisions of the Criminal Code relied on to justify the detention - Articles 201 to 203, 219 and 282 (see paragraphs 11 and 13 above) - specified or even implied that anyone could incur criminal liability by taking part in collective decisions of this nature.",-48.48886,-27.538593,902,21.txt,0,A number of stories from the news in Northern Ireland this week:
904,905," What is more, the public prosecutor’s order of detention of 9 July 1992 and the Supreme Court’s decision of 13 July upholding the order referred to Articles 201 to 203 of the Criminal Code (see paragraphs 13 and 25 above).",-3.235093,-55.360245,905,21.txt,0,A number of stories from the news in Northern Ireland this week:
905,906,"As appears from the case-law supplied to the Court, a constituent element of the offence of misappropriation under Articles 201 to 203 of the Criminal Code was that the offender had sought to obtain for himself or herself or for a third party an advantage (see paragraph 26 above).",-48.457214,-30.18888,906,21.txt,0,A number of stories from the news in Northern Ireland this week:
906,907,The order of 9 July in addition referred to Article 282 which specifically makes it an offence for a public servant to abuse his or her power in order to obtain such advantage (see paragraphs 9 and 28 above).,-48.020943,-25.583923,907,21.txt,0,A number of stories from the news in Northern Ireland this week:
907,908,"However, the Court has not been provided with any fact or information capable of showing that the applicant was at the time reasonably suspected of having sought to obtain for himself or a third party an advantage from his participation in the allocation of funds in question",-46.73827,-31.829332,908,21.txt,0,A number of stories from the news in Northern Ireland this week:
908,909," In this connection it is to be noted that the Government’s submission that there had been certain ""deals"" was found by the Commission to be unsubstantiated and was not reiterated before the Court.",58.369137,-17.969944,909,21.txt,0,A number of stories from the news in Northern Ireland this week:
913,914,"The applicant, with whom the Commission agreed, was of the opinion that the facts which had been invoked against him at the time of his arrest and during his continued detention (see paragraphs 9, 11 and 13 above) could not, in the eyes of an objective observer, be construed as misappropriation of funds or as a breach of official duties aimed at facilitating the commission of such an offence.",-45.388485,-29.409883,914,21.txt,0,A number of stories from the news in Northern Ireland this week:
876,877,"The applicant, for his part, stressed that the decisions leading to the charges against him and his being detained on remand had been taken collectively by the government at the time and in a manner which was consistent with the relevant law, including the then Bulgarian Constitution; the allocation of the funds in question had been effected in accordance with the national budget as adopted by the National Assembly and had subsequently been approved by the latter.",-55.942276,-32.95752,877,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
877,878,The measures had been in keeping not only with the policies of the government at the time but also with relevant United Nations resolutions on development assistance. ,-1.3646606,-2.9492762,878,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
878,879,They had not benefited any members of the government or any third parties; the funds had been received in their entirety by the addressee countries.,-61.00873,-34.75867,879,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
879,880,The Government maintained before the Commission that the applicant’s detention had been effected on the grounds of suspicion of his having committed a crime and had been in conformity with Bulgarian law.,-54.483185,-32.759975,880,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
880,881,"Although it was true that the allocation of development aid had not as such constituted a criminal offence, the charges in question had been brought because the transfers of funds had, under the cover of development assistance, involved improper ""deals"" causing damage to Bulgaria’s economic interests.",-57.52803,-30.517742,881,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
881,882,"The Government were, however, not in a position to provide any details of such ""deals"" as it would adversely affect the confidentiality of the criminal proceedings instituted against the applicant and eight other former government members.",-56.240955,-26.40014,882,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
887,888,The prosecutor had believed that the funds concerned had been spent in a manner which was unlawful since there was no information as to whether they had appeared in the budget as an expenditure.,-58.95451,-34.02043,888,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
900,901,"Turning to the particular circumstances of the case, the Court observes that it is undisputed that the applicant had, as a member of the Bulgarian Government, taken part in the decisions - granting funds in assistance and loans to certain developing countries - which had given rise to the charges against him.",-56.617798,-30.827393,901,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
902,903,"Moreover, no evidence has been adduced to show that such decisions were unlawful, that is to say contrary to Bulgaria’s Constitution or legislation, or more specifically that the decisions were taken in excess of powers or were contrary to the law on the national budget.",-55.881397,-34.650906,903,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
903,904,"In the light of the above, the Court is not persuaded that the conduct for which the applicant was prosecuted constituted a criminal offence under Bulgarian law at the relevant time.",31.658295,-17.87787,904,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
909,910,"Indeed, it was not contended before the Convention institutions that the funds had not been received by the States concerned.",-61.91061,-34.6394,910,21.txt,1,The Court of Appeal has dismissed the appeal of a former Bulgarian government member against a decision by a Bulgarian court to charge him with corruption over the allocation of development aid.
874,875,"(see, for instance, the Ahmet Sadik v. Greece judgment of 15 November 1996, Reports of Judgments and Decisions 1996-V, p. 1652, para. 26).",105.15392,17.97627,875,21.txt,2,The European Court of Human Rights (ECHR) is the highest court in the European Union.
895,896,"(see, mutatis mutandis, the Foti and Others v. Italy judgment of 10 December 1982, Series A no. 56, p. 21, para. 63).",109.88655,5.3074894,896,21.txt,2,The European Court of Human Rights (ECHR) is the highest court in the European Union.
896,897,"(see, for instance, the Ciulla v. Italy judgment of 22 February 1989, Series A no. 148, p. 18, para. 41).",112.79946,7.696725,897,21.txt,2,The European Court of Human Rights (ECHR) is the highest court in the European Union.
899,900,"(see, for instance, the Bozano v. France judgment of 18 December 1986, Series A no. 111, p. 23, para. 54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp. 752-53, para. 40).",103.52222,15.890857,900,21.txt,2,The European Court of Human Rights (ECHR) is the highest court in the European Union.
910,911,"(see, for instance, the Murray v. the United Kingdom judgment of 28 October 1994, Series A no. 300-A, p. 25, para. 51).",107.75492,14.582633,911,21.txt,2,The European Court of Human Rights (ECHR) is the highest court in the European Union.
914,915,"(see, for instance, the Bozano v. France judgment of 18 December 1986, Series A no. 111, p. 23, para. 54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp. 752-53, para. 40).",103.52222,15.890857,915,21.txt,2,The European Court of Human Rights (ECHR) is the highest court in the European Union.
875,876,"In these circumstances, the Commission did not find it necessary to examine whether the detention was ""lawful"" under domestic law.",42.012375,30.64882,876,21.txt,3,"The European Court of Human Rights has upheld the decision of the European Commission, which found that the detention of an applicant under the European Convention on Human Rights was not ""lawful detention""."
894,895,"In all cases before the Court, what is in issue is the international responsibility of the State",11.804529,32.0908,895,21.txt,3,"The European Court of Human Rights has upheld the decision of the European Commission, which found that the detention of an applicant under the European Convention on Human Rights was not ""lawful detention""."
897,898, Article 5 para. 1 of the Convention (art. 5-1) contains an exhaustive list of permissible grounds for deprivation of liberty which must be interpreted strictly,39.45307,45.373135,898,21.txt,3,"The European Court of Human Rights has upheld the decision of the European Commission, which found that the detention of an applicant under the European Convention on Human Rights was not ""lawful detention""."
898,899,"The Court is of the view that the central issue in the case under consideration is whether the applicant’s detention from 7 September to 30 December 1992 was ""lawful"" within the meaning of Article 5 para. 1 (art. 5-1), including whether it was effected ""in accordance with a procedure prescribed by law"".",40.610016,38.83171,899,21.txt,3,"The European Court of Human Rights has upheld the decision of the European Commission, which found that the detention of an applicant under the European Convention on Human Rights was not ""lawful detention""."
911,912," In these circumstances, the Court does not find that the deprivation of the applicant’s liberty during the period under consideration was ""lawful detention"" effected ""on reasonable suspicion of [his] having committed an offence"".",33.549633,-12.407314,912,21.txt,3,"The European Court of Human Rights has upheld the decision of the European Commission, which found that the detention of an applicant under the European Convention on Human Rights was not ""lawful detention""."
912,913," The applicant alleged that there had been a violation of Article 5 para. 1 of the Convention (art. 5-1), which, in so far as relevant, reads:
""Everyone has the right to liberty and security of person. No one shall be deprived of his liberty save in the following cases and in accordance with a procedure prescribed by law:
...
(c) the lawful arrest or detention of a person effected for the purpose of bringing him before the competent legal authority on reasonable suspicion of having committed an offence or when it is reasonably considered necessary to prevent his committing an offence or fleeing after having done so;",44.58943,57.855732,913,21.txt,3,"The European Court of Human Rights has upheld the decision of the European Commission, which found that the detention of an applicant under the European Convention on Human Rights was not ""lawful detention""."
1581,1582,The Court sees no reason to depart from the general approach it has adopted in previous cases of a similar nature.,1.405021,30.039621,1582,22.txt,-1,"The Court of Appeal has upheld the decision of the High Court that the Northern Ireland Executive did not have ""reasonable suspicion"" that a senior civil servant had committed a criminal offence."
1616,1617,"However, in this context it is not normally within the province of the Court to substitute its own finding of fact for that of the domestic courts, which are better placed to assess the evidence adduced before them",3.2288458,40.023033,1617,22.txt,-1,"The Court of Appeal has upheld the decision of the High Court that the Northern Ireland Executive did not have ""reasonable suspicion"" that a senior civil servant had committed a criminal offence."
1715,1716," In the examination of the matter of ""reasonable suspicion"", the key issue seems to me to be whether ""at least some facts or information"" were furnished by the Government, which would satisfy an objective observer that the person concerned may have committed the offence.",-6.9691596,55.083275,1716,22.txt,-1,"The Court of Appeal has upheld the decision of the High Court that the Northern Ireland Executive did not have ""reasonable suspicion"" that a senior civil servant had committed a criminal offence."
1718,1719,"Elements of the latter kind, he claimed, had been provided which should be capable of so satisfying an objective observer.",-22.721285,-15.146321,1719,22.txt,-1,"The Court of Appeal has upheld the decision of the High Court that the Northern Ireland Executive did not have ""reasonable suspicion"" that a senior civil servant had committed a criminal offence."
1580,1581,"As has been noted in several previous judgments by the Court, the campaign of terrorism waged in Northern Ireland over the last quarter of a century has taken a terrible toll, especially in terms of human life and suffering (see paragraph 35 above).",21.480509,-50.46378,1581,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1583,1584,"They also pointed to a number of other facts capable of supporting, albeit indirectly, the reasonableness of the suspicion, including notably the findings made by the domestic courts in the proceedings brought by Mrs Murray, the very recent conviction of her brothers in the USA of offences connected with the purchase of weapons for the Provisional IRA, her own visits to the USA and her contacts with her brothers there (see especially paragraphs 10, 19, 24, 25, 28 and 29 above).",-76.509605,-14.854569,1584,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1584,1585,"Any other conclusion by the Court would, they feared, prohibit arresting authorities from effecting an arrest of a person suspected of being a terrorist based primarily on reliable but secret information and would inhibit the arresting authorities in taking effective measures to counter organised terrorism.",-19.364496,15.015678,1585,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1586,1587,She did not accept that the reason advanced for non-disclosure was a genuine or valid one.,-58.65204,14.82757,1587,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1588,1589,"In reply to the Government the first applicant contended that the issue which the domestic courts inquired into was not the objective reasonableness of any suspicion but the subjective state of mind of the arresting officer, Corporal D.
54.  For the Commission, the Government’s explanation in the present case was not materially distinguishable from that provided in the case of Fox, Campbell and Hartley.",-64.13924,-10.793043,1589,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1589,1590,It took the view that no objective evidence to corroborate the unrevealed information had been adduced in support of the suspicion that the first applicant had been involved in collecting money for Provisional IRA arms purchases other than her kinship with her convicted brothers.,-74.582596,-15.306168,1590,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1597,1598,The Court would firstly reiterate its recognition that the use of confidential information is essential in combating terrorist violence and the threat that organised terrorism poses to the lives of citizens and to democratic society as a whole,-16.48727,16.85724,1598,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1600,1601,"As to the present case, the terrorist campaign in Northern Ireland, the carnage it has caused over the years and the active engagement of the Provisional IRA in that campaign are established beyond doubt.",21.116608,-49.2335,1601,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1601,1602,The Court also accepts that the power of arrest granted to the Army by section 14 of the 1978 Act represented a bona fide attempt by a democratically elected parliament to deal with terrorist crime under the rule of law.,-52.811417,26.842485,1602,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1602,1603,"That finding is not altered by the fact that the terms of the applicable legislation were amended in 1987 as a result of the Baker Report so as to include a requirement that the arrest should be based on reasonable, rather than merely honest, suspicion (see paragraph 37 above).",-43.498207,20.632599,1603,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1608,1609,"In the action brought by Mrs Murray against the Ministry of Defence for false imprisonment and other torts, the High Court judge, after having heard the witnesses and assessed their credibility, found that she had genuinely been suspected of having been involved in the collection of funds for the purchase of arms in the USA for the Provisional IRA (see paragraph 24 above).",-77.601814,-15.586801,1609,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1609,1610,"The judge believed the evidence of the arresting officer, Corporal D, who was described as a ""transparently honest witness"", as to what she had been told at her briefing before the arrest (see paragraphs 11 and 24 above).",-67.38868,-9.848413,1610,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1610,1611,"Likewise as found by the judge, although the interview at the Army centre was later in time than the arrest, the line of questioning pursued by the interviewer also tends to support the conclusion that Mrs Murray herself was suspected of the commission of a specific criminal offence (see paragraphs 14 and 25 above).",-71.29155,-8.033963,1611,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1611,1612,Some weeks before her arrest two of Mrs Murray’s brothers had been convicted in the USA of offences connected with purchase of arms for the Provisional IRA (see paragraph 10 above).,-79.44336,-14.331938,1612,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1612,1613,"As she disclosed in her evidence to the High Court, she had visited the USA and had contacts with her brothers there (see paragraph 19 above).",-69.48657,-15.177844,1613,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1613,1614,"The offences of which her brothers were convicted were ones that implied collaboration with ""trustworthy"" persons residing in Northern Ireland.",-80.92047,-12.426801,1614,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1614,1615," Having regard to the level of factual justification required at the stage of suspicion and to the special exigencies of investigating terrorist crime, the Court finds, in the light of all the above considerations, that there did exist sufficient facts or information which would provide a plausible and objective basis for a suspicion that Mrs Murray may have committed the offence of involvement in the collection of funds for the Provisional IRA. ",-74.73025,-17.245893,1615,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1615,1616,"She referred to the entries made in her regard on the standard record form completed at the Army centre (see paragraph 15 above), to the failure of the Army to involve the police in her questioning and to the short (one-hour) period of her questioning (see paragraph 14 above).",-71.4698,-10.249975,1616,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1618,1619,In the present case no cogent elements have been produced by the first applicant in the proceedings before the Convention institutions which could lead the Court to depart from the findings of fact made by the Northern Ireland courts.,-13.454279,-17.753357,1619,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1619,1620, Mrs Murray was neither charged nor brought before a court but was released after an interview lasting a little longer than one hour (see paragraph 14 above).,-71.121056,-4.692478,1620,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1621,1622,"As the domestic courts pointed out (see paragraphs 25 in fine, 29 in fine and 34 in fine above), in view of her persistent refusal to answer any questions at the Army centre (see paragraphs 13, 14 and 19 above) it is not surprising that the authorities were not able to make any headway in pursuing the suspicions against her.",-40.22871,-11.575191,1622,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1622,1623,"It can be assumed that, had these suspicions been confirmed, charges would have been laid and she would have been brought before the competent legal authority.",-18.1972,-50.372807,1623,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1628,1629,"Although she had realised that the Army was interested in her brothers’ activities, she had not, she claimed, understood from the interview at the Army centre that she herself was suspected of involvement in fund-raising for the Provisional IRA.",-79.64073,-18.45364,1629,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1629,1630,"The only direct information she was given was the formal formula of arrest pronounced by Corporal D.
74.  The Commission similarly took the view that it was impossible to draw any conclusions from what it described as the vague indications given by Corporal D. in evidence before the High Court as to whether the first applicant had been able to understand from the interview why she had been arrested.",-65.37028,-11.114743,1630,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1630,1631,"According to the Government, on the other hand, it was apparent from the trial evidence",-37.188747,-30.904396,1631,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1631,1632,"since she had been released rapidly, before any determination of the lawfulness of her detention could have taken place.",8.491229,-56.159084,1632,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1632,1633,"It is common ground that, apart from repeating the formal words of arrest required by law, the arresting officer, Corporal D., also told Mrs Murray the section of the 1978 Act under which the arrest was being carried out (see paragraphs 12 and 36 above).",-67.637634,-8.031236,1633,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1634,1635,"During the trial of Mrs Murray’s action against the Ministry of Defence, evidence as to the interview at the Army centre was given by Mrs Murray and Corporal D., but not by the soldier who had conducted the interview (see paragraphs 14, 19 and 21 above).",-70.39196,-9.651952,1635,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1635,1636,Mrs Murray testified that she had been questioned about her brothers in the USA and about her contacts with them but not about the purchase of arms for the Provisional IRA or about any offence (see paragraph 19 above).,-79.2449,-16.531786,1636,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1636,1637,Corporal D. did not have a precise recollection as to the content of the questions put to Mrs Murray.,-65.983345,-13.009367,1637,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1637,1638,"This is not perhaps surprising since the trial took place over three years after the events - Mrs Murray having waited eighteen months before bringing her action - and Corporal D., although present, had not taken an active part in the interview (see paragraphs 14, 16, 17 and 21 above).",-69.33129,-5.5694127,1638,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1638,1639,"Corporal D. did however remember that questions had been asked about money and about America and the trial judge found her to be a ""transparently honest witness"" (see paragraphs 21 and 24 above).",-68.31636,-11.2034855,1639,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1639,1640,"Shortly before the arrest two of Mrs Murray’s brothers had, presumably to the knowledge of all concerned in the interview, been convicted in the USA of offences connected with the purchase of weapons for the Provisional IRA (see paragraph 10 above).",-78.72791,-14.085511,1640,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1640,1641,"In the Court’s view, it must have been apparent to Mrs Murray that she was being questioned about her possible involvement in the collection of funds for the purchase of arms for the Provisional IRA by her brothers in the USA.",-77.5587,-17.868607,1641,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1641,1642,"Admittedly, ""there was never any probing examination of her collecting money"" - to use the words of the trial judge - but, as the national courts noted, this was because of Mrs Murray’s declining to answer any questions at all beyond giving her name (see paragraphs 14, 23, 25, 29 and 34 in fine above).",-70.02904,-6.9057074,1642,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1642,1643,Mrs Murray was arrested at her home at 7 a.m. and interviewed at the Army centre between 8.20 a.m. and 9.35 a.m. on the same day (see paragraphs 12 and 14 above).,-74.13518,-10.102173,1643,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1643,1644,The Court therefore finds that the reasons for her arrest were sufficiently brought to her attention during her interview.,-76.77968,-22.883968,1644,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1645,1646,"They disputed that the impugned measures all formed an integral part of Mrs Murray’s arrest and detention or that the domestic courts had affirmed their lawfulness, in particular as concerns the retention of the records including the photograph of Mrs Murray.",-74.38655,-7.4503655,1646,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1646,1647,Entry into and search of a home by Army personnel such as occurred in the present case were explicitly permitted by section 14 (3) of the 1978 Act for the purpose of effecting arrests under that section (see paragraphs 36 and 38(d) above).,-55.842285,23.867804,1647,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1647,1648,The Court of Appeal upheld the legality of the search in the present case (see paragraph 30 above).,-6.120274,-36.17727,1648,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
1648,1649,The short period of restraint endured by the other members of Mrs Murray’s family when they were asked to assemble in one room was held by the House of Lords to be a necessary and proper part of the procedure of arrest of Mrs Murray (see paragraph 33 above). ,-72.63964,-6.517343,1649,22.txt,0,Sinn Féin's Caoimhe Kelleher has been interviewed by police under the Terrorism Act.
