kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
"(see, inter alia and mutatis mutandis, the following judgments:","205, and the above-mentioned Brannigan and McBride judgment, p. 50, para.",0.9993109703,260,3,5,178,251,12,0.348174423
"(see, inter alia and mutatis mutandis, the following judgments:","205, and the above-mentioned Brannigan and McBride judgment, p. 50, para.",0.9993109703,265,3,5,178,251,12,0.348174423
"(see, inter alia and mutatis mutandis, the following judgments:","In order to establish the scope of the State's obligations, the facts of the case must be considered (see, mutatis mutandis, the Abdulaziz, Cabales and Balkandali judgment previously cited, p. 34, para.",0.9992490411,593,0,4,0,202,32,0.4039427042
"(see, inter alia and mutatis mutandis, the following judgments:","(paragraph 7 above); the above-mentioned Hokkanen judgment, p. 20, para.",0.999240756,598,2,6,65,137,11,0.3289962709
"(see, inter alia and mutatis mutandis, the following judgments:",It is evident from the facts established by the national courts,0.9991599321,683,0,1,0,63,11,0.4077113271
"(see, inter alia and mutatis mutandis, the following judgments:",The Court of Appeal upheld the legality of the search in the present case (see paragraph 30 above).,0.9991555214,1648,0,1,0,99,18,0.4832667112
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Kremzow v. Austria judgment of 21 September 1993, Series A no.",0.9991353154,945,0,3,0,90,15,0.4715886116
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Kremzow v. Austria judgment of 21 September 1993, Series A no.",0.9991353154,622,0,3,0,90,15,0.4715886116
"(see, inter alia and mutatis mutandis, the following judgments:","in this particular case, the domestic courts gave full and reasoned.",0.9991195798,1188,3,5,182,250,11,0.4072014689
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Sramek v. Austria judgment of 22 October 1984, Series A no.",0.9990442395,204,0,3,0,87,15,0.4676541388
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the above-mentioned Klass and Others judgment, p. 28, para.",0.9990329742,1665,0,2,0,83,13,0.3313327432
"(see, inter alia and mutatis mutandis, the following judgments:",competent courts have interpreted it,0.9990183115,1323,2,3,83,119,5,0.4187814593
"(see, inter alia and mutatis mutandis, the following judgments:",adults in respect of which the European Court of Human Rights has held.,0.998970747,1379,1,6,63,134,13,0.5256624818
"(see, inter alia and mutatis mutandis, the following judgments:","However, the debate was pre-empted by the Court of Appeal's and the House of Lords' rulings in the applicant's case (see paragraphs 14 and 15 above).",0.9989228845,359,0,1,0,149,27,0.4835942984
"(see, inter alia and mutatis mutandis, the following judgments:",the Government have referred to a number of judgments by the administrative and criminal courts.,0.9988986254,83,0,1,0,96,15,0.4462492168
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Lawless v. Ireland judgment of 1 July 1961, Series A no.",0.9986901879,260,0,5,0,84,15,0.4093473554
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Lawless v. Ireland judgment of 1 July 1961, Series A no.",0.9986901879,265,0,5,0,84,15,0.4093473554
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Dudgeon v. the United Kingdom judgment of 22 October 1981, Series A no.",0.9985212684,638,0,3,0,99,17,0.3466317058
"(see, inter alia and mutatis mutandis, the following judgments:","28, citing the Brogan and Others v. the United Kingdom judgment of 29 November 1988, Series A no.",0.9983246922,1583,2,5,129,226,18,0.3543821871
"(see, inter alia and mutatis mutandis, the following judgments:","28, the above-mentioned Ireland v. the United Kingdom judgment, p. 78, para.",0.9980393052,260,2,5,101,177,13,0.3213858604
"(see, inter alia and mutatis mutandis, the following judgments:","28, the above-mentioned Ireland v. the United Kingdom judgment, p. 78, para.",0.9980393052,265,2,5,101,177,13,0.3213858604
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Foti and Others v. Italy judgment of 10 December 1982, Series A no.",0.9980056882,896,0,3,0,95,17,0.4245487154
"(see, inter alia and mutatis mutandis, the following judgments:","(see the James and Others judgment, loc.",0.9978879094,1688,0,3,0,40,7,0.3590163887
"(see, inter alia and mutatis mutandis, the following judgments:","Constitutional Court, in its decision of 28 November 1989, declared the.",0.9976739287,1250,1,8,6,78,11,0.3079898357
"(see, inter alia and mutatis mutandis, the following judgments:",The Prosecutor-General's submission on the applicant's complaints included the following observations.,0.9976208806,884,0,1,0,102,12,0.4181780517
"(see, inter alia and mutatis mutandis, the following judgments:","notably in the Brogan and Others and Fox, Campbell and Hartley judgments (loc.",0.9975137711,1677,0,6,0,78,13,0.3644469082
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Otto-Preminger-Institut judgment cited above at paragraph 46, p. 19, para.",0.9974721074,1891,0,2,0,102,16,0.385337472
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Belilos v. Switzerland judgment of 29 April 1988, Series A no.",0.9973610044,518,0,3,0,90,15,0.4789424241
"(see, inter alia and mutatis mutandis, the following judgments:","(see, mutatis mutandis, the Abdulaziz, Cabales and Balkandali judgment previously cited, p. 34, para.",0.9973216653,558,0,4,0,101,14,0.3933201432
"(see, inter alia and mutatis mutandis, the following judgments:","30; see also the Diennet v. France judgment of 26 September 1995, Series A no.",0.9972991347,1775,5,9,228,306,15,0.5146180987
"(see, inter alia and mutatis mutandis, the following judgments:","30; see also the Diennet v. France judgment of 26 September 1995, Series A no.",0.9972991347,1819,5,9,228,306,15,0.5146180987
"(see, inter alia and mutatis mutandis, the following judgments:",established by the case-law of the Convention institutions on the.,0.997210443,1370,1,3,57,123,11,0.2752146721
"(see, inter alia and mutatis mutandis, the following judgments:",It is implicit in the judgments of the national courts that the retention of such details was covered by the same lawful authority derived from section 14 (see paragraph 41 in fine above).,0.9969187975,1651,0,1,0,188,33,0.4918805957
"(see, inter alia and mutatis mutandis, the following judgments:","54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp.",0.9964032173,900,2,5,102,190,17,0.3836169541
"(see, inter alia and mutatis mutandis, the following judgments:","54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp.",0.9964032173,915,2,5,102,190,17,0.3836169541
"(see, inter alia and mutatis mutandis, the following judgments:","its constant case-law, according to which mere insults as such did not.",0.9961766005,1250,4,8,224,295,13,0.4126719236
"(see, inter alia and mutatis mutandis, the following judgments:",The domestic courts held that Mrs Murray was genuinely and honestly suspected of the commission of a terrorist-linked crime (see paragraphs 24 and 28 above).,0.9955509901,1659,0,1,0,157,26,0.4708817601
"(see, inter alia and mutatis mutandis, the following judgments:",10) - as interpreted in the case-law of the European Court of Human Rights - ex officio (see paragraph 11 above).,0.9954511523,1944,1,2,220,333,20,0.4574765265
"(see, inter alia and mutatis mutandis, the following judgments:","A succession of court decisions before and also after that date, for instance on 20 November 1990 in R. v. J.",0.9951891899,355,0,2,0,109,21,0.3746626377
"(see, inter alia and mutatis mutandis, the following judgments:",The relevant principles have been stated by the Court as follows:,0.9951213002,462,0,1,0,65,11,0.4693237543
"(see, inter alia and mutatis mutandis, the following judgments:","1) judgment of 26 April 1979, Series A no.",0.9951112866,1826,1,4,188,230,9,0.3232867718
"(see, inter alia and mutatis mutandis, the following judgments:","judgments of the Court, Article 5 para.",0.9943923354,1377,1,7,18,57,7,0.3135511577
"(see, inter alia and mutatis mutandis, the following judgments:","In paragraph 3.4 of that opinion I recalled that the doctrine had been fundamentally criticised on repeated occasions by several judges , but I left open whether I too subscribed to that criticism.",0.9935280681,446,7,11,438,635,33,0.4712818861
"(see, inter alia and mutatis mutandis, the following judgments:","81; and the Powell and Rayner v. the United Kingdom judgment of 21 February 1990, Series A no.",0.9932960868,457,3,6,125,219,18,0.3576428294
"(see, inter alia and mutatis mutandis, the following judgments:","81; and the Powell and Rayner v. the United Kingdom judgment of 21 February 1990, Series A no.",0.9932960868,465,3,6,125,219,18,0.3576428294
"(see, inter alia and mutatis mutandis, the following judgments:","(see also the Klass and Others v. Germany judgment of 6 September 1978, Series A no.",0.9923557043,1599,0,3,0,84,16,0.4583485425
"(see, inter alia and mutatis mutandis, the following judgments:","(see the Dudgeon judgment cited above, the Norris v. Ireland judgment of 26 October 1988, Series A no.",0.9915775061,652,0,3,0,102,18,0.4532759786
"(see, inter alia and mutatis mutandis, the following judgments:","5-2) (see the above-mentioned Fox, Campbell and Hartley judgment, p. 19, para.",0.9915174246,1634,2,4,134,212,14,0.378878504
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Brannigan and McBride judgment of 26 May 1993, Series A no.",0.9913757443,95,1,5,6,77,14,0.4242833555
"(see, inter alia and mutatis mutandis, the following judgments:","(see the above-mentioned Klass and Others judgment, p. 23, para.",0.9910483956,1666,0,2,0,64,11,0.3534604013
"(see, inter alia and mutatis mutandis, the following judgments:",The Commission refers to its above findings that under Austrian.,0.9909069538,1253,0,5,0,64,10,0.2856863439
"(see, inter alia and mutatis mutandis, the following judgments:","6-1) (see, mutatis mutandis, the Van de Hurk v. the Netherlands judgment of 19 April 1994, Series A no.",0.9904340506,218,3,6,456,559,20,0.3912803233
"(see, inter alia and mutatis mutandis, the following judgments:","other authorities, the Abdulaziz, Cabales and Balkandali v. the United Kingdom judgment of 28 May 1985, Series A no.",0.9902017713,557,0,4,0,116,19,0.3069413602
"(see, inter alia and mutatis mutandis, the following judgments:","(see the above-mentioned Brogan and Others judgment, p. 32, para.",0.9898834825,268,0,2,0,65,11,0.3672080338
"(see, inter alia and mutatis mutandis, the following judgments:","7 (P7), namely the Administrative Court's judgment of 29 March 1989,",0.9898603559,527,1,2,148,216,11,0.3794447482
"(see, inter alia and mutatis mutandis, the following judgments:","As the English courts have indicated (see paragraph 27 above), it is the manner in which views are advocated rather than the views themselves which the law seeks to control.",0.989787817,1901,0,1,0,173,30,0.4743991494
"(see, inter alia and mutatis mutandis, the following judgments:","on 1 January 1987, that the first instance authority decided the case.",0.9893877506,1393,1,4,71,141,12,0.3360199332
"(see, inter alia and mutatis mutandis, the following judgments:","on 1 January 1987, that the first instance authority decided the case.",0.9893877506,1403,1,4,71,141,12,0.3360199332
"(see, inter alia and mutatis mutandis, the following judgments:","(see, as the most recent authority, the Chorherr judgment previously cited, p. 34, para.",0.9887011051,519,0,2,0,88,14,0.4309397638
"(see, inter alia and mutatis mutandis, the following judgments:","37, and the Goodwin v. the United Kingdom judgment of 27 March 1996, Reports of Judgments and Decisions 1996-II, pp.",0.9884465933,1827,3,6,449,565,21,0.4185530841
"(see, inter alia and mutatis mutandis, the following judgments:","46, and the Adolf judgment of 26 March 1982, p. 15, para.",0.9884414673,1099,2,4,82,139,12,0.3351036906
"(see, inter alia and mutatis mutandis, the following judgments:","80-85, and the Eckle v. Germany judgment of 15 July 1982, Series A no.",0.9882208109,191,3,7,106,176,15,0.4033670723
"(see, inter alia and mutatis mutandis, the following judgments:","The Supreme Court had independently found that the applicant had been guilty of the offence of contempt, and had upheld the sentence imposed by the Assize Court.",0.9875853062,1488,0,1,0,161,27,0.5241684914
"(see, inter alia and mutatis mutandis, the following judgments:","(see the above-mentioned Akdivar and Others judgment, p. 1210, paras.",0.9875215888,288,0,2,0,69,11,0.3479257524
"(see, inter alia and mutatis mutandis, the following judgments:","the above-mentioned Olsson judgment, p. 32, para.",0.987154603,1290,3,5,122,171,8,0.328209579
"(see, inter alia and mutatis mutandis, the following judgments:",Their own perception and evaluation of the facts and their own judgment are engaged in this process.,0.9867488742,1500,0,1,0,100,17,0.6437774897
"(see, inter alia and mutatis mutandis, the following judgments:","(see, inter alia: the above-mentioned Keegan judgment, loc.",0.986299932,598,0,6,0,59,9,0.3615433276
"(see, inter alia and mutatis mutandis, the following judgments:","10), or on arguments to the same or like effect based on domestic law, in the courts dealing with his case.",0.9861477613,1926,1,2,82,189,21,0.3928124309
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Hokkanen judgment of.",0.9847813845,1281,1,5,12,45,6,0.3034434021
"(see, inter alia and mutatis mutandis, the following judgments:","68, and the Cruz Varas and Others v. Sweden judgment of 20 March 1991, Series A no.",0.9845624566,558,1,4,102,185,17,0.3831938505
"(see, inter alia and mutatis mutandis, the following judgments:","68, and the Cruz Varas and Others v. Sweden judgment of 20 March 1991, Series A no.",0.9845624566,593,1,4,203,286,17,0.3831938505
"(see, inter alia and mutatis mutandis, the following judgments:","(see, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no.",0.9834105372,370,0,4,0,107,21,0.3943423927
"(see, inter alia and mutatis mutandis, the following judgments:","(see the Brannigan and McBride v. the United Kingdom judgment of 26 May 1993, Series A no.",0.9828049541,1676,0,3,0,90,17,0.3482145667
"(see, inter alia and mutatis mutandis, the following judgments:","(see, among other authorities, the X v. the United Kingdom judgment of 5 November 1981, Series A no.",0.9827629328,1618,0,9,0,100,18,0.3334342539
"(see, inter alia and mutatis mutandis, the following judgments:",The Supreme Court too had laid stress on the applicant's status as a member of the National Assembly (see paragraph 13 above).,0.9826030731,892,0,1,0,126,22,0.4261062741
"(see, inter alia and mutatis mutandis, the following judgments:",The following examples give a brief summary of some of these decisions.,0.9820562005,284,3,4,490,561,12,0.6289166212
"(see, inter alia and mutatis mutandis, the following judgments:","Relying on the Commission's case-law on the question, they submitted that the complaint relating to a violation of Article 10 (art.",0.9819960594,1908,0,2,0,131,22,0.3377686143
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Weeks judgment of.",0.9812648892,1378,2,7,10,40,6,0.2864914834
"(see, inter alia and mutatis mutandis, the following judgments:",5-1-c) for judging the reasonableness of her arrest and detention.,0.9812503457,1586,2,3,144,210,12,0.3740370572
"(see, inter alia and mutatis mutandis, the following judgments:","9044/80, Chartier v. Italy, Comm.",0.9810609818,1471,1,5,9,42,6,0.3468922973
"(see, inter alia and mutatis mutandis, the following judgments:",refused by decision of the Supreme Administrative Court on 26 May 1994.,0.9810189009,1305,1,2,22,93,12,0.3690176904
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Stanford judgment of 23 February 1994, Series.",0.9802001715,1345,1,5,18,76,10,0.3940854073
"(see, inter alia and mutatis mutandis, the following judgments:","114) and Thynne, Wilson and Gunnell (cited above at paragraph 34) or to that in the more recent case of Wynne v. the United Kingdom (cited at paragraph 47).",0.9798582792,617,1,2,254,410,29,0.4287837446
"(see, inter alia and mutatis mutandis, the following judgments:","Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art.",0.979431808,1759,0,2,0,171,29,0.3536669016
"(see, inter alia and mutatis mutandis, the following judgments:","Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art.",0.979431808,1807,0,2,0,171,29,0.3536669016
"(see, inter alia and mutatis mutandis, the following judgments:","Moreover, in a judgment of 14 October 1987 the Constitutional Court held that in respect of criminal penalties not covered by the reservation in respect of Article 5 (art.",0.979431808,517,0,2,0,171,29,0.3536669016
"(see, inter alia and mutatis mutandis, the following judgments:",refer to domestic case-law as.,0.9786584377,1185,0,3,0,30,6,0.414131552
"(see, inter alia and mutatis mutandis, the following judgments:","49; Deweer judgment of 27 February 1980, Series A No.",0.9786229134,1145,4,8,75,128,10,0.3523150682
"(see, inter alia and mutatis mutandis, the following judgments:",5-1) contains an exhaustive list of permissible grounds for deprivation of liberty which must be interpreted strictly,0.9770799875,898,2,3,42,159,18,0.4773810506
"(see, inter alia and mutatis mutandis, the following judgments:","As the Court has consistently held, the guarantees enshrined in Article 10 (art.",0.9763897061,1881,0,2,0,80,13,0.3488267064
"(see, inter alia and mutatis mutandis, the following judgments:","reasons for the decisions of the court-martial, the Confirming Officer.",0.9762819409,1072,1,5,61,132,11,0.3286586106
"(see, inter alia and mutatis mutandis, the following judgments:","53; the Albert and Le Compte v. Belgium judgment of 10 February 1983, Series A no.",0.9755820036,1775,3,9,128,210,16,0.3735227883
"(see, inter alia and mutatis mutandis, the following judgments:","53; the Albert and Le Compte v. Belgium judgment of 10 February 1983, Series A no.",0.9755820036,1819,3,9,128,210,16,0.3735227883
"(see, inter alia and mutatis mutandis, the following judgments:","142, and the Modinos v. Cyprus judgment of 22 April 1993, Series A no.",0.9754171371,631,1,3,64,134,14,0.3860325813
"(see, inter alia and mutatis mutandis, the following judgments:","142, and the Modinos v. Cyprus judgment of 22 April 1993, Series A no.",0.9754171371,652,1,3,103,173,14,0.3860325813
"(see, inter alia and mutatis mutandis, the following judgments:","In support of that argument he referred to the very terms of the Government's application bringing the case before the Court, in which they had declared:",0.9753988981,1911,0,1,0,153,26,0.4010675251
"(see, inter alia and mutatis mutandis, the following judgments:","(see, for instance, the Ahmet Sadik v. Greece judgment of 15 November 1996, Reports of Judgments and Decisions 1996-V, p. 1652, para.",0.9744083881,875,0,2,0,133,23,0.3938764334
"(see, inter alia and mutatis mutandis, the following judgments:","of law and fact have been committed by domestic courts, except where.",0.9743608832,1348,2,12,91,160,12,0.4257885218
"(see, inter alia and mutatis mutandis, the following judgments:","7986/77, Krause v. Switzerland, Dec. 3.10.78, D.R.",0.9742908478,1145,6,8,141,191,11,0.3507412672
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., W v. the United Kingdom.",0.9704670906,1350,1,5,17,53,8,0.3640049398
"(see, inter alia and mutatis mutandis, the following judgments:",one shall be deprived of his liberty save in the following cases.,0.9704095125,142,5,10,161,226,12,0.4286515713
"(see, inter alia and mutatis mutandis, the following judgments:","The Inspectors' report, published to the world at large, had the force of a judgment convicting the applicants of dishonesty.",0.9696515799,455,0,1,0,125,20,0.5614831448
"(see, inter alia and mutatis mutandis, the following judgments:","issues of fact and law under the Convention, the determination of which.",0.9695714116,1234,1,3,61,133,12,0.4089666903
"(see, inter alia and mutatis mutandis, the following judgments:","H.R., judgment of 18 December 1986, Series A no.",0.9685848355,1432,6,9,417,465,10,0.4562501609
"(see, inter alia and mutatis mutandis, the following judgments:",lodged with the Constitutional Court against a decision is subject to.,0.9674908519,1390,1,3,43,113,11,0.3042942584
"(see, inter alia and mutatis mutandis, the following judgments:","21) that there is ipso facto such a relationship (see also the Hokkanen v. Finland judgment of 23 September 1994, Series A no.",0.9662894607,589,1,4,67,193,23,0.4200638235
"(see, inter alia and mutatis mutandis, the following judgments:","The Commission refers, on this point, to its constant case-law (see eg.",0.9662430286,173,0,7,0,71,13,0.3469133973
"(see, inter alia and mutatis mutandis, the following judgments:","3) judgment of 24 November 1994, Series A no.",0.9662219882,330,1,6,202,247,9,0.3292886317
"(see, inter alia and mutatis mutandis, the following judgments:","3) judgment of 24 November 1994, Series A no.",0.9662219882,335,1,5,48,93,9,0.3292886317
"(see, inter alia and mutatis mutandis, the following judgments:","See, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no.",0.965742588,1775,0,9,0,106,21,0.4116585255
"(see, inter alia and mutatis mutandis, the following judgments:","See, inter alia, the Le Compte, Van Leuven and De Meyere v. Belgium judgment of 23 June 1981, Series A no.",0.965742588,1819,0,9,0,106,21,0.4116585255
"(see, inter alia and mutatis mutandis, the following judgments:",On 17 September 1992 the Supreme Court rejected the applicant's further.,0.9654961228,1422,0,2,0,72,11,0.3620565534
"(see, inter alia and mutatis mutandis, the following judgments:",The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,0.9652562737,1744,0,5,0,144,26,0.3407524526
"(see, inter alia and mutatis mutandis, the following judgments:",The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,0.9652562737,1788,0,5,0,144,26,0.3407524526
"(see, inter alia and mutatis mutandis, the following judgments:",The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,0.9652562737,497,0,5,0,144,26,0.3407524526
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., De Wilde, Ooms and Versyp judgment of 18 June 1971, Series A no.",0.9630268216,7,2,5,199,275,16,0.2943752408
"(see, inter alia and mutatis mutandis, the following judgments:",The case-law of the Commission establishes that where no domestic.,0.962923944,109,0,3,0,66,11,0.2991797626
"(see, inter alia and mutatis mutandis, the following judgments:","55; and the Stjerna v. Finland judgment of 25 November 1994, Series A no.",0.9616667032,598,3,6,138,211,14,0.4648701847
"(see, inter alia and mutatis mutandis, the following judgments:","As regards the applicant's complaints concerning the decisions of the courts in the criminal proceedings, the Commission recalls that, in accordance with Article 19 (Art.",0.9609614015,171,0,3,0,170,25,0.3556434512
"(see, inter alia and mutatis mutandis, the following judgments:",10) in the Greek courts and complained of a violation thereof in his case.,0.9602940083,1925,1,2,67,141,14,0.3476850986
"(see, inter alia and mutatis mutandis, the following judgments:","on 16 July 1987 and the second instance authority on 27 July 1988,
 whereas Protocol No.",0.9588714242,1393,2,4,143,231,16,0.2971446812
"(see, inter alia and mutatis mutandis, the following judgments:","on 16 July 1987 and the second instance authority on 27 July 1988,
 whereas Protocol No.",0.9588714242,1403,2,4,143,231,16,0.2971446812
"(see, inter alia and mutatis mutandis, the following judgments:","trial judge in the instant case,",0.958799839,1236,3,4,204,236,6,0.282415241
"(see, inter alia and mutatis mutandis, the following judgments:","On this point, the Commission refers to its constant case-law (see, for example, No.",0.9539470673,20,0,3,0,84,15,0.2987519205
"(see, inter alia and mutatis mutandis, the following judgments:","On this point, the Commission refers to its constant case-law (see, for example, No.",0.9539470673,24,0,3,0,84,15,0.2987519205
"(see, inter alia and mutatis mutandis, the following judgments:","The judges had applied the presumption automatically in their decision-making process, but the facts before them had been such as to rebut that presumption.",0.9528246522,1530,0,1,0,156,25,0.4330835938
"The applicable principles are, nonetheless, similar.","The applicable principles are, nonetheless, similar.",1,556,0,1,0,52,6,0.5641704202
"The applicable principles are, nonetheless, similar.","Nevertheless, both impugned decisions were based on the same conduct.",0.9996634722,534,0,1,0,69,10,0.4591846168
"The applicable principles are, nonetheless, similar.",to the conditions provided for by law and by the general.,0.9996560812,1158,4,11,181,238,11,0.3186564147
"The applicable principles are, nonetheless, similar.","67), the applicable national legislation and case-law and the practice followed by the domestic courts are to some extent relevant also for the Court.",0.9996545315,1000,1,2,236,386,25,0.458827287
"The applicable principles are, nonetheless, similar.","absolved the applicants, according to the generally recognised rules.",0.9996269941,1320,2,5,124,193,9,0.4313676953
"The applicable principles are, nonetheless, similar.","absolved the applicants, according to the generally recognised rules.",0.9996269941,1344,2,5,123,192,9,0.4313676953
"The applicable principles are, nonetheless, similar.","exhausted, according to the generally recognised rules of international.",0.9996209145,1419,3,6,133,205,9,0.3713136315
"The applicable principles are, nonetheless, similar.",recognised rules of international law from exhausting the effective.,0.9995997548,1252,2,4,130,198,9,0.319973439
"The applicable principles are, nonetheless, similar.","10), or on arguments to the same or like effect based on domestic law, in the courts dealing with his case.",0.9995920062,1926,1,2,82,189,21,0.3928124309
"The applicable principles are, nonetheless, similar.",The impugned measures thus had a basis in domestic law.,0.9995817542,1653,0,1,0,55,10,0.4128961563
"The applicable principles are, nonetheless, similar.",proceedings similar to those set up by the Convention.,0.9995788932,1411,2,3,88,142,9,0.3989399672
"The applicable principles are, nonetheless, similar.","with the matter after all domestic remedies have been exhausted,
 according to the generally recognised rules of international law"".",0.9995353222,1361,2,3,67,199,19,0.4882998765
"The applicable principles are, nonetheless, similar.","its constant case-law, according to which mere insults as such did not.",0.9995192289,1250,4,8,224,295,13,0.4126719236
"The applicable principles are, nonetheless, similar.","respects, both in nature and applicable procedures.",0.9994636178,1376,2,3,86,137,7,0.4277610183
"The applicable principles are, nonetheless, similar.",10) is directly applicable under Greek law.,0.9994480014,1939,1,2,269,312,7,0.3752312958
"The applicable principles are, nonetheless, similar.",applicant and on which consequently all domestic remedies had been.,0.9994447827,1418,5,7,223,290,10,0.3576539755
"The applicable principles are, nonetheless, similar.","detailed legal rules on the use of lethal force, which strictly control.",0.9994239807,1203,3,5,86,158,12,0.3702212274
"The applicable principles are, nonetheless, similar.","and in accordance with a procedure prescribed by law:
 

  (a) the lawful detention of a person convicted by a competent.",0.9992845654,142,6,10,229,349,20,0.3620218635
"The applicable principles are, nonetheless, similar.",rules under international law.,0.9992504716,1349,4,5,205,235,4,0.4279094338
"The applicable principles are, nonetheless, similar.","In addition, according to the ""generally recognised rules of international law"" to which Article 26 (art.",0.9992331266,301,0,2,0,105,16,0.3249665201
"The applicable principles are, nonetheless, similar.","Although the investigation was administrative and not judicial in nature, the Inspectors were bound by what are known under English law as ""the rules of natural justice"" (see paragraph 39 above).",0.9991161227,442,0,1,0,195,31,0.4766692221
"The applicable principles are, nonetheless, similar.","the fulfilment of any obligation prescribed by law;""",0.9990779161,142,9,10,491,543,8,0.3784689903
"The applicable principles are, nonetheless, similar.",temporis with the provisions of the Convention within the meaning of.,0.9990667701,1426,3,7,209,278,11,0.3285996616
"The applicable principles are, nonetheless, similar.",principles of international law.,0.9989666939,1158,5,11,240,272,4,0.4016297162
"The applicable principles are, nonetheless, similar.","26) of the Convention, ""the Commission may only deal with the matter after all domestic remedies have been exhausted, according to the generally recognised rules of international law"".",0.9983653426,14,1,2,36,220,28,0.4425805211
"The applicable principles are, nonetheless, similar.","26) of the Convention, ""the Commission may only deal with the matter after all domestic remedies have been exhausted, according to the generally recognised rules of international law"".",0.9983653426,17,1,2,36,220,28,0.4425805211
"The applicable principles are, nonetheless, similar.","26) of the Convention, ""the Commission may only deal with the matter after all domestic remedies have been exhausted, according to the generally recognised rules of international law"".",0.9983653426,21,1,2,36,220,28,0.4425805211
"The applicable principles are, nonetheless, similar.",That principle is reflected in the rule set forth in Article 26 (art.,0.9980667233,1915,0,2,0,69,13,0.3791910112
"The applicable principles are, nonetheless, similar.","5-1), including whether it was effected ""in accordance with a procedure prescribed by law"".",0.9979700446,899,2,3,213,304,15,0.4523694217
"The applicable principles are, nonetheless, similar.","The principle that crimes committed by young persons should not be punished as severely as the crimes of adults is, in the applicant's submission, contained in all civilised penal codes.",0.9978808761,921,0,1,0,186,30,0.5506396294
"The applicable principles are, nonetheless, similar.","The principle that crimes committed by young persons should not be punished as severely as the crimes of adults is, in the applicant's submission, contained in all civilised penal codes.",0.9978808761,599,0,1,0,186,30,0.5506396294
"The applicable principles are, nonetheless, similar.",The relevant principles have been stated by the Court as follows:,0.9976649284,462,0,1,0,65,11,0.4693237543
"The applicable principles are, nonetheless, similar.","8, 10, 11, 14) of the Convention, which guarantee these freedoms and prohibit discrimination respectively.",0.9973492622,27,1,2,43,149,15,0.3883528113
"The applicable principles are, nonetheless, similar.",it was a feature common to most laws and legal systems that tribunals may reach different conclusions even when applying the same law to the same facts.,0.9968490005,1823,0,1,0,152,27,0.6824570894
"The applicable principles are, nonetheless, similar.",It is implicit in the judgments of the national courts that the retention of such details was covered by the same lawful authority derived from section 14 (see paragraph 41 in fine above).,0.9960671067,1651,0,1,0,188,33,0.4918805957
"The applicable principles are, nonetheless, similar.","However, had it been in force, the procedure followed by the Court of Appeal would have been in conformity with the rules thereby introduced.",0.9958295226,1004,0,1,0,141,24,0.4433856308
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied.",0.9956079125,1749,0,1,0,102,16,0.4025638103
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied.",0.9956079125,857,0,1,0,102,16,0.4025638103
"The applicable principles are, nonetheless, similar.","Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied.",0.9956079125,502,0,1,0,102,16,0.4025638103
"The applicable principles are, nonetheless, similar.","1990 Act and was, accordingly, made in accordance with the law.",0.9955123067,1283,1,2,67,130,11,0.4185827971
