,id,argument,argument_id,name,argument_pegasus
821,822," The Court recalls that it is of the utmost importance for the effective operation of the system of the individual petition instituted by former Article 25 (now replaced by Article 34) that applicants should be able to communicate freely with the Convention organs without being subjected to any form of pressure from the authorities to withdraw or modify their complaints (see Şarli v. Turkey, no. 24490/94, § 84, 22 May 2001).",822,17.txt,"The European Court of Human Rights (ECHR) has ruled in favour of Turkey in the case of arli v. Turkey, in which the Court held that the Turkish authorities had failed to implement the provisions of the Convention on the Rights of the Child."
822,823,"In this context, “pressure” includes not only direct coercion and flagrant acts of intimidation but also other improper indirect acts or contacts designed to dissuade or discourage applicants from pursuing a convention remedy.",823,17.txt,The Court of Justice of the European Union (CJEU) has held that pressure exerted on a person seeking a remedy under the European Convention on Human Rights (ECHR) may constitute an act of torture.
823,824,"Turning to the facts of the instant case, the Court observes that it is accepted by the parties that the applicant was indeed interviewed by the public prosecutor on 6 June 1995 as alleged upon the instructions of the Ministry of Justice International Law and Foreign Relations Directorate concerning his application with the Commission (see paragraphs 39 and 56).",824,17.txt,The Court of Justice of the European Union upholds the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of
824,825, The Court therefore finds that the applicant was subjected to indirect and improper pressure to make statements in respect of his application to the Commission which interfered with the free exercise of his right of individual petition guaranteed under Article 25.,825,17.txt,The Court of Justice of the European Union (CJEU) upholds the decision of the Court of Justice of the European Union (CJEU) that an application for a judicial review of a decision of the European Court of Justice (ECJ) was unlawful.
825,826,"The effect of Article 13 is thus to require the provision of a domestic remedy to deal with the substance of the relevant Convention complaint and to grant appropriate relief, although Contracting States are afforded some discretion as to the manner in which they conform to their Convention obligations under this provision.",826,17.txt,"Article 13 of the United Nations Convention on the Rights of the Child (CRC) provides that ""any person aggrieved by any act or omission of any Contracting State, or by any omission or commission of any Contracting State, or by any act or omission of any Member State, or by any omission or commission of any"
826,827,The scope of the obligation under Article 13 varies depending on the nature of the applicant's complaint under the Convention.,827,17.txt,Article 13 of the European Convention on Human Rights (ECHR) provides that a person aggrieved by any act or omission on the part of any member state of the European Union may make a complaint to the European Court of Human Rights.
827,828,"Nevertheless, the remedy required by Article 13 must be “effective” in practice as well as in law, in particular in the sense that its exercise must not be unjustifiably hindered by the acts or the omissions of the authorities of the respondent State (Aksoy, cited above, § 95, Aydın, cited above, § 103, and Kaya, cited above, § 89).",828,17.txt,The remedy provided by Article 13 of the European Convention on Human Rights (ECHR) is not absolute nor is it unlimited.
828,829,The nature of the rights safeguarded under Articles 2 and 3 of the Convention has implications for Article 13.,829,17.txt,The European Court of Human Rights (ECHR) is considering whether the European Convention on Human Rights (ECHR) is binding on the UK.
829,830,"Where there is an arguable claim that an individual has been tortured or subjected to serious ill-treatment, or deprived of his or her life, by agents of the State, Article 13 requires, in addition to the payment of compensation where appropriate, a thorough and effective investigation capable of leading to the identification and punishment of those responsible for the treatment in question or the deprivation of life, including effective access for the complainant to the investigation procedure (Salman, cited above, § 121).",830,17.txt,"Article 13 of the United Nations Convention on the Rights of the Child provides for the protection of children from torture and other forms of cruel, inhuman or degrading treatment or punishment."
830,831,"  On the basis of the evidence adduced in the present case, the Court has found that the Government are responsible under Article 2 of the Convention for the death of Mehmet Şah while he was under custody.",831,17.txt,The European Court of Human Rights has ruled that the Turkish Government is responsible for the death of Mehmet ah in custody.
831,832," The applicants complained that there had been a serious interference with the exercise of their right of individual petition, in breach of Article 25 of the Convention (now replaced by Article 34), which provides as follows:",832,17.txt,The European Court of Human Rights (ECHR) has dismissed an appeal brought against the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the
832,833,"“The Court may receive applications from any person, non-governmental organisation or group of individuals claiming to be the victim of a violation by one of the High Contracting Parties of the rights set forth in the Convention or the Protocols thereto. The High Contracting Parties undertake not to hinder in any way the effective exercise of this right.”",833,17.txt,The European Court of Human Rights (ECHR) has issued the following statement:
833,834,The applicants submitted that on 6 June 1995 the first applicant was taken before the public prosecutor for interrogation concerning his application with the Commission.,834,17.txt,The European Court of Human Rights (ECHR) has upheld the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European
834,835,He was questioned about his individual application and was asked whether the signatures on the letter of authority and his statement to the Human Rights Association belonged to him.,835,17.txt,"The Archbishop of Canterbury, Justin Welby, has been questioned by the Archbishop of Canterbury's Questions Committee."
835,836,The first applicant had to sign his statement under pressure and stated that he would retract his application.,836,17.txt,The BBC's Victoria Derbyshire programme has been criticised for interviewing two people who had applied to become teachers.
836,837," In Mr Palaoro's submission, the administrative criminal offence of which he was accused gave rise to a ""criminal charge"".  ",837,23.txt,"Fiji's Prime Minister Voreqe 'Frank' Palaoro has submitted his resignation to the country's President, Frank Bainimarama."
837,838," Like the Commission, the Court notes that, although the offences in issue and the procedures followed in the case fall within the administrative sphere, they are nevertheless criminal in nature.",838,23.txt,The Court of Justice of the European Union has ruled in favour of the European Commission in its appeal against the decision of the Court of Justice of the European Union (CJEU) to uphold the European Court of Justice's (ECJ) decision to uphold the European Court of Justice's (ECJ)
838,839,This is moreover reflected in the terminology employed.  ,839,23.txt,"In our series of letters from African journalists, filmmaker and columnist Farai Sevenzo looks at some of the most striking stories of the past year."
839,840,Thus Austrian law refers to administrative offences (Verwaltungsstraftaten) and administrative criminal procedure (Verwaltungsstrafverfahren).,840,23.txt,"The word ""Verwaltungsstraftaten"" means ""administrative offences"" in Austrian law."
840,841,"In addition, the fine imposed on the applicant was accompanied by an order for his committal to prison in the event of his defaulting on payment (see paragraph 18 above). ",841,23.txt,"The Court of Appeal has upheld the High Court's decision to impose a fine of 12,000 on the appellant for failing to pay court costs."
841,842,"There could be no doubt that by the reference in that reservation to ""measures for the deprivation of liberty"" the Austrian Government had meant to include proceedings resulting in such measures.",842,23.txt,The Court of Justice of the European Union (CJEU) has ruled in favour of the Austrian Government in a case brought against it under the European Convention on Human Rights (ECHR).
842,843,"Any other construction would not only lack coherence; it would also run counter to the authorities' intention, which had been to remove from the scope of the Convention the whole administrative system, including the substantive and procedural provisions of administrative criminal law.  ",843,23.txt,The European Court of Human Rights (ECHR) has upheld the decision of the European Court of Human Rights (ECHR) to uphold the Convention on the Rights of the Child.
843,844,"That would be so even in a case where, as in this instance, the accused was merely fined, in so far as default on payment of that fine would entail committal to prison. ",844,23.txt,"The Court of Appeal's decision not to uphold the conviction of a man accused of raping a 15-year-old girl, despite the fact that the prosecution had failed to prove his guilt, is a reminder that the criminal justice system is not designed to punish those who break the law."
844,845,"Admittedly, the Road Traffic Act 1960 was not one of the four laws designated in the reservation.",845,23.txt,"On the eve of the 50th anniversary of the creation of the Indian reservations, the BBC News website looks back at some of the laws that made the reservations a reality."
845,846,"However, one of those laws, the Administrative Criminal Justice Act, stated in section 10 that, except as otherwise provided, the general administrative laws were to determine the nature and severity of sanctions. ",846,23.txt,There are a number of laws governing the conduct of public officials in South Africa.
846,847,"It mattered little in this respect that sections 20 and 52 of the Road Traffic Act, which were applied in the present case, had been enacted after the reservation had been deposited, because those provisions merely clarified the substance of an existing obligation laid down in the Traffic Police Act 1947.  ",847,23.txt,"In the present case, the Court of Appeal was of the view that it was not necessary to introduce any new provision in the Road Traffic Act to deal with the issue of reservation for women in the police force."
847,848,"In the first place, it failed to satisfy the requirements of Article 64 (art. 64) of the Convention, which provides:  ",848,23.txt,The European Court of Human Rights (ECHR) has upheld the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European
848,849,"  Any State may, when signing [the] Convention or when depositing its instrument of ratification, make a reservation in respect of any particular provision of the Convention to the extent that any law then in force in its territory is not in conformity with the provision.",849,23.txt,The Convention on the Rights of the Child was adopted by the United Nations General Assembly in 1948.
849,850,Reservations of a general character shall not be permitted under this Article (art. 64).  ,850,23.txt,All members of the armed forces of the United States of America and their immediate families are citizens of the United States.
850,851,"Any reservation made under this Article (art. 64) shall contain a brief statement of the law concerned.""  ",851,23.txt,"""Notwithstanding anything contained in this article or in any other law, any person holding any office under the laws of any state or territory of the United States of America, or any other state or territory of the United States of America, or any other state or territory of the United States of America, or any other"
851,852,"Secondly, on a strict construction, its wording precluded extending its scope to the procedural sphere, which was in issue here. ",852,23.txt,"The European Court of Human Rights (ECHR) held that the Convention on the Rights of the Child (CRC) was not binding because, first, it did not apply to children under the age of 18."
852,853,"It therefore remains only to ascertain whether the provisions applied (art. 5, art. 64) in the present case are covered by that reservation.  ",853,23.txt,The Court of Justice of the European Union (CJEU) has held that the provisions of the Treaty on the Functioning of the European Union (TFEU) relating to the reservation of seats in the European Parliament and of votes in the European Council are not covered by the European Convention on Human Rights (ECHR
853,854,They differ in certain essential respects from those in issue in the Chorherr case. ,854,23.txt,The Court of Appeal's decisions in the Chorherr case have been published on the Court of Appeal website.
854,855,"The Court notes that Mr Palaoro based his complaints on Article 6 (art. 6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art. 5) and makes express reference solely to measures for the deprivation of liberty.",855,23.txt,"The Court of Justice of the European Union (CJEU) has ruled in favour of the Italian government in a case brought by the former Italian Prime Minister, Silvio Berlusconi, on the grounds of deprivation of liberty and violation of the European Convention on Human Rights."
855,856,"Moreover, the reservation only comes into play where both substantive and procedural provisions of one or more of the four specific laws indicated in it have been applied.",856,23.txt,The Reservation of Seats in the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House of Representatives of the House
856,857,"Here, however, the substantive provisions of a different Act, the Road Traffic Act 1960, were applied. ",857,23.txt,The Court of Appeal has held that the Road Traffic Act 1988 does not apply in the case of a pedestrian struck by a car.
857,858,"This was true not only of the administrative authorities, but also of the Constitutional Court, whose review was confined to constitutional issues, and above all of the Administrative Court.",858,23.txt,"In our series of letters from African journalists, film-maker and columnist Ahmedou Ould-Abdallah considers the role of the courts in the rule of law."
858,859,"The latter was bound by the administrative authorities' findings of fact, except where there was a procedural defect within the meaning of section 42(2), sub-paragraph 3, of the Administrative Court Act (see paragraph 24 above).",859,23.txt,The Court of Appeal for England and Wales has upheld the decisions of the Court of Appeal for England and Wales and the Court of Appeal for England and Wales.
859,860,"It was therefore not empowered to take evidence itself, or to establish the facts, or to take cognisance of new matters.",860,23.txt,"The House of Lords was not empowered to take evidence itself, or to establish the facts, or to takecognisance of new matters."
860,861,"Moreover, in the event of its quashing an administrative measure, it was not entitled to substitute its own decision for that of the authority concerned, but had always to remit the case to that authority.",861,23.txt,The Court of Appeal did not have the power to quash an administrative measure.
861,862,"In short, its review was confined exclusively to questions of law and therefore could not be regarded as equivalent to that of a body with full jurisdiction.  ",862,23.txt,The Court of Appeal has ruled that the Court of Appeal did not have the jurisdiction to review the decision of the Supreme Court to uphold the abortion ban.
862,863,"The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para. 1 (art. 6-1) of the Convention - as is the case in this instance with the district authority and the regional government (see paragraphs 10, 11 and 12 above) - must be subject to subsequent control by a ""judicial body that has full jurisdiction"" (see, inter alia and mutatis mutandis, the following judgments:",863,23.txt,The Court of Justice of the European Union (CJEU) has issued a series of judgments on the meaning of the European Convention on Human Rights (ECHR).
863,864,"Albert and Le Compte v. Belgium of 10 February 1983, Series A no. 58, p. 16, para. 29; Öztürk, previously cited, pp. 21-22, para. 56; and Fischer v. Austria of 26 April 1995, Series A no. 312, p. 17, para. 28).  ",864,23.txt,"The Court of Justice of the European Union (CJEU) has ruled that the European Court of Human Rights (ECHR) has no jurisdiction to hear the cases of Albert and Le Compte, Fischer and ztrk."
864,865,The Constitutional Court is not such a body.,865,23.txt,It is often said that the highest court in the land is the Supreme Court.
865,866,"In the present case it could look at the impugned proceedings only from the point of view of their conformity with the Constitution, and this did not enable it to examine all the relevant facts.",866,23.txt,The Supreme Court has ruled that it has the power to examine all the relevant facts in the impeachment proceedings against President Pranab Mukherjee.
866,867,  The powers of the Administrative Court must be assessed in the light of the fact that the court in this case was sitting in proceedings that were of a criminal nature for the purposes of the Convention.,867,23.txt,The European Court of Human Rights (ECHR) has ruled that the Administrative Court of the Republic of Ireland has the power to hear criminal proceedings brought under the European Convention on Human Rights.
867,868," It follows that when the compatibility of those powers with Article 6 para. 1 (art. 6-1) is being gauged, regard must be had to the complaints raised in that court by the applicant as well as to the defining characteristics of a ""judicial body that has full jurisdiction"".",868,23.txt,"The Court of Justice of the European Union (CJEU) has held that the European Court of Human Rights (ECHR) has ""full jurisdiction"" to hear cases brought under the European Convention on Human Rights (ECHR)."
868,869,"These include the power to quash in all respects, on questions of fact and law, the decision of the body below.",869,23.txt,The Scottish Parliament has a number of powers.
869,870,It accordingly lacked the powers required under Article 6 para. 1 (art. 6-1).  ,870,23.txt,The UK government did not have the power to trigger Article 50 of the Lisbon Treaty.
870,871,"As the Administrative Court lacks that power, it cannot be regarded as a ""tribunal"" within the meaning of the Convention.",871,23.txt,The European Court of Human Rights (ECHR) has the power to rule on cases brought under the European Convention on Human Rights (ECHR).
871,872," It follows that the applicant did not have access to a ""tribunal"". ",872,23.txt,The High Court in Edinburgh has ruled that an application for a judicial review of a decision by the Court of Appeal to dismiss an application for a judicial review of a decision by the Court of Appeal to dismiss an application for a judicial review of a decision by the Court of Appeal to dismiss an application for a judicial review
872,873,"(see the Hauschildt v. Denmark judgment of 24 May 1989, Series A no. 154, p. 24, para. 57; the Saïdi v. France judgment of 20 September 1993, Series A no. 261-C, p. 58, para. 49; and the Fischer judgment, previously cited, p. 21, para. 47).",873,23.txt,The European Court of Human Rights (ECHR) is the highest court in the European Union.
873,874, It cannot speculate as to what the outcome of the proceedings in issue might have been if the violation of the Convention had not occurred,874,23.txt,The European Court of Human Rights (ECHR) has upheld the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European
874,875,"(see, for instance, the Ahmet Sadik v. Greece judgment of 15 November 1996, Reports of Judgments and Decisions 1996-V, p. 1652, para. 26).",875,21.txt,The Court of Justice of the European Union (CJEU) has held that the European Convention on Human Rights (ECHR) does not apply to Greece.
875,876,"In these circumstances, the Commission did not find it necessary to examine whether the detention was ""lawful"" under domestic law.",876,21.txt,The European Commission has found that the detention of an Iranian man by the United Arab Emirates (UAE) was within the meaning of international law.
876,877,"The applicant, for his part, stressed that the decisions leading to the charges against him and his being detained on remand had been taken collectively by the government at the time and in a manner which was consistent with the relevant law, including the then Bulgarian Constitution; the allocation of the funds in question had been effected in accordance with the national budget as adopted by the National Assembly and had subsequently been approved by the latter.",877,21.txt,"Bulgaria's former Prime Minister Plamen Oresharski has appealed to the Supreme Court against his arrest and detention on charges of corruption, alleging that he was the victim of a political witch-hunt."
877,878,The measures had been in keeping not only with the policies of the government at the time but also with relevant United Nations resolutions on development assistance. ,878,21.txt,The Gambia's President Yahya Jammeh has signed into law a series of measures aimed at improving the lives of the country's people.
878,879,They had not benefited any members of the government or any third parties; the funds had been received in their entirety by the addressee countries.,879,21.txt,The BBC has learned that some of the proceeds from the sale of shares in the UK's Royal Bank of Scotland (RBS) were given to countries with which the UK had diplomatic relations.
879,880,The Government maintained before the Commission that the applicant’s detention had been effected on the grounds of suspicion of his having committed a crime and had been in conformity with Bulgarian law.,880,21.txt,The European Court of Human Rights (ECHR) has ruled in favour of a Bulgarian man who was unlawfully detained by the Bulgarian authorities.
880,881,"Although it was true that the allocation of development aid had not as such constituted a criminal offence, the charges in question had been brought because the transfers of funds had, under the cover of development assistance, involved improper ""deals"" causing damage to Bulgaria’s economic interests.",881,21.txt,The European Court of Human Rights (ECHR) has rejected an appeal by the Bulgarian government against a decision by the European Court of Human Rights (ECHR) to uphold charges of corruption against former Prime Minister Plamen Oresharski.
881,882,"The Government were, however, not in a position to provide any details of such ""deals"" as it would adversely affect the confidentiality of the criminal proceedings instituted against the applicant and eight other former government members.",882,21.txt,"The Attorney General's Office has told the High Court that it had received an application from a former government minister for a ""deal"" with the Attorney General's Office."
882,883,"Before the Court the Government stated that they were prepared to accept the Commission’s opinion that there had been a violation of Article 5 para. 1 of the Convention (art. 5-1), whilst at the same time informing the Court of the views of the Prosecutor-General, the authority which had ordered the applicant’s detention on remand (see paragraph 11 above).",883,21.txt,The Court of Appeal has upheld the decision of the European Court of Human Rights (ECHR) which found that the detention on remand of the applicant was in breach of his human rights.
883,884, The Prosecutor-General’s submission on the applicant’s complaints included the following observations.,884,21.txt,The Gambia’s Prosecutor-General has filed a complaint with the International Criminal Court (ICC) against the Gambian President Yahya Jammeh.
884,885,It was a key element of the offence of misappropriation under Bulgarian law that the offender had dealt with someone else’s property as though it had been his or her own and had thereby infringed the owner’s interests; it was not decisive whether he or she had sought to obtain an advantage for himself or herself or for a third party (see paragraph 26 above).,885,21.txt,The Court of Appeal in Bulgaria has upheld the conviction of a man for misappropriation.
885,886,"Furthermore, members of a body could by reason of their joint decisions and actions be found guilty if they had thereby knowingly committed acts which amounted to an offence.",886,21.txt,The Court of Appeal has ruled that a member of a public body can be found guilty of an offence if he or she acted in concert with another member of the body.
886,887,"In the present case, since the collective decisions concerned had caused economic loss, criminal proceedings had been instituted against each member of the body which had taken those decisions (see paragraphs 9 and 11 above).",887,21.txt,The Court of Arbitration for Sport (CAS) has upheld a decision of the Court of Arbitration for Sport (CAS) in a case brought by a former member of the Court of Arbitration for Sport (CAS) against the Court of Arbitration for Sport (CAS) in a case brought by a former member of the Court
887,888,The prosecutor had believed that the funds concerned had been spent in a manner which was unlawful since there was no information as to whether they had appeared in the budget as an expenditure.,888,21.txt,"A court in Malta has dismissed a case brought by the public prosecutor against the former finance minister, Tonio Fenech."
888,889,"Admittedly, the Prosecutor-General had not been in a position at the time to ascertain whether there was criminal intent.",889,21.txt,The decision by the UK's Crown Prosecution Service (CPS) not to bring criminal charges against former Prime Minister Gordon Brown over his alleged role in the IRA's bombing of the IRA's headquarters in Enniskillen has been widely criticised.
889,890,"He had considered, having regard to the circumstances and complexity of the case, that this could only be determined in the course of the preliminary investigations.",890,21.txt,"The President of the European Court of Human Rights, Thorbjorn Jagland, has said that he is of the view that it would be inappropriate for the European Court of Human Rights to make a final decision on whether to uphold the European Convention on Human Rights."
890,891,"Although not expressly stated in the order to detain the applicant on remand, the decision had been taken in view of who the applicant was and the gravity of the offence committed (see paragraphs 9 and 11 above).",891,21.txt,The Court of Appeal has upheld the decision of the High Court to remand an applicant in custody on the grounds that he posed a danger to the public.
891,892,The Supreme Court too had laid stress on the applicant’s status as a member of the National Assembly (see paragraph 13 above).,892,21.txt,The Punjab and Haryana High Court has dismissed an appeal against the verdict of the Punjab and Haryana High Court which had dismissed an application for leave to appeal against the verdict of the Punjab and Haryana High Court which had dismissed an application for leave to appeal against the verdict of the Punjab and Haryana High Court which had dismissed an
892,893,The extremely wide powers which he had enjoyed by virtue of his position had given him greater opportunities to abscond or commit further offences than he would have had otherwise.,893,21.txt,"Sir David Omand, the former head of the Serious Organised Crime Agency (SOCA), was one of the most senior police officers in Northern Ireland."
893,894,"Furthermore, his position in society, his numerous contacts abroad and his repeated requests that the authorities return his passport, were all considerations which went to justify placing him in pre-trial detention.",894,21.txt,The decision to place him in pre-trial detention was based on the fact that he is a member of a terrorist organisation.
894,895,"In all cases before the Court, what is in issue is the international responsibility of the State",895,21.txt,The European Court of Human Rights is the highest court in Europe for human rights cases.
895,896,"(see, mutatis mutandis, the Foti and Others v. Italy judgment of 10 December 1982, Series A no. 56, p. 21, para. 63).",896,21.txt,"The European Court of Human Rights (ECHR) has ruled in favour of the Italian government in the case of Foti and Others v. Italy judgment of 10 December 1982, Series A no."
896,897,"(see, for instance, the Ciulla v. Italy judgment of 22 February 1989, Series A no. 148, p. 18, para. 41).",897,21.txt,The Court of Justice of the European Union (CJEU) has held in a number of cases that the European Convention on Human Rights (ECHR) does not apply in Italy.
897,898, Article 5 para. 1 of the Convention (art. 5-1) contains an exhaustive list of permissible grounds for deprivation of liberty which must be interpreted strictly,898,21.txt,The International Covenant on Civil and Political Rights (ICCPR) was adopted by the United Nations General Assembly in 1948.
898,899,"The Court is of the view that the central issue in the case under consideration is whether the applicant’s detention from 7 September to 30 December 1992 was ""lawful"" within the meaning of Article 5 para. 1 (art. 5-1), including whether it was effected ""in accordance with a procedure prescribed by law"".",899,21.txt,The European Court of Human Rights (ECHR) has begun hearing a case brought by a Moroccan man challenging his detention without trial by the Moroccan authorities.
899,900,"(see, for instance, the Bozano v. France judgment of 18 December 1986, Series A no. 111, p. 23, para. 54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp. 752-53, para. 40).",900,21.txt,The European Court of Human Rights (ECHR) has held in a number of cases that the European Convention on Human Rights (ECHR) applies in all countries where the European Union (EU) is a member.
900,901,"Turning to the particular circumstances of the case, the Court observes that it is undisputed that the applicant had, as a member of the Bulgarian Government, taken part in the decisions - granting funds in assistance and loans to certain developing countries - which had given rise to the charges against him.",901,21.txt,The European Court of Human Rights has upheld the conviction of former Bulgarian Prime Minister Plamen Oresharski for corruption.
901,902," However, none of the provisions of the Criminal Code relied on to justify the detention - Articles 201 to 203, 219 and 282 (see paragraphs 11 and 13 above) - specified or even implied that anyone could incur criminal liability by taking part in collective decisions of this nature.",902,21.txt,The decision by the European Court of Human Rights (ECHR) to uphold the European Convention on Human Rights (ECHR) and the European Convention on Human Rights (ECHR) was a landmark ruling for the rule of law in Europe.
902,903,"Moreover, no evidence has been adduced to show that such decisions were unlawful, that is to say contrary to Bulgaria’s Constitution or legislation, or more specifically that the decisions were taken in excess of powers or were contrary to the law on the national budget.",903,21.txt,The European Court of Human Rights (ECHR) has ruled that the Bulgarian government did not break the law when it decided to extend the life of former Prime Minister Plamen Oresharski.
903,904,"In the light of the above, the Court is not persuaded that the conduct for which the applicant was prosecuted constituted a criminal offence under Bulgarian law at the relevant time.",904,21.txt,The Court of Justice of the European Union (CJEU) has rejected an appeal by a Bulgarian national against a decision by the European Court of Human Rights (ECHR) to uphold a decision by the European Court of Human Rights (ECHR) to uphold a decision by the European Court of Human Rights (E
904,905," What is more, the public prosecutor’s order of detention of 9 July 1992 and the Supreme Court’s decision of 13 July upholding the order referred to Articles 201 to 203 of the Criminal Code (see paragraphs 13 and 25 above).",905,21.txt,It is important to note that this is not the first time that the detention of a suspect under Article 201 of the Criminal Code has been upheld by the Supreme Court.
905,906,"As appears from the case-law supplied to the Court, a constituent element of the offence of misappropriation under Articles 201 to 203 of the Criminal Code was that the offender had sought to obtain for himself or herself or for a third party an advantage (see paragraph 26 above).",906,21.txt,The Court of Session heard the case of a man who had pleaded guilty to the offence of misappropriation.
906,907,The order of 9 July in addition referred to Article 282 which specifically makes it an offence for a public servant to abuse his or her power in order to obtain such advantage (see paragraphs 9 and 28 above).,907,21.txt,The European Court of Human Rights (ECHR) has upheld an order by the European Court of Human Rights (ECHR) making it an offence for a public servant to abuse his or her power in order to obtain an advantage.
907,908,"However, the Court has not been provided with any fact or information capable of showing that the applicant was at the time reasonably suspected of having sought to obtain for himself or a third party an advantage from his participation in the allocation of funds in question",908,21.txt,The Court of Appeal has dismissed an appeal against a decision by the Court of Appeal to quash a decision by the Court of Appeal to quash a decision by the Court of Appeal to quash a decision by the Court of Appeal to quash a decision by the Court of Appeal to quash a decision by the Court of Appeal to
908,909," In this connection it is to be noted that the Government’s submission that there had been certain ""deals"" was found by the Commission to be unsubstantiated and was not reiterated before the Court.",909,21.txt,The Court of Appeal has dismissed the Government’s appeal against the findings of the Competition and Markets Commission.
909,910,"Indeed, it was not contended before the Convention institutions that the funds had not been received by the States concerned.",910,21.txt,"It was not contended before the Convention institutions that the funds had not been received by the States concerned, nor was it contended before the Convention institutions that the funds had not been received by the States concerned, nor was it contended before the Convention institutions that the funds had not been received by the States concerned, nor was"
910,911,"(see, for instance, the Murray v. the United Kingdom judgment of 28 October 1994, Series A no. 300-A, p. 25, para. 51).",911,21.txt,The Court of Appeal for the Supreme Court has held that the Court of Appeal for the United Kingdom was correct to dismiss the appeal of the High Court's decision in the Murray case.
911,912," In these circumstances, the Court does not find that the deprivation of the applicant’s liberty during the period under consideration was ""lawful detention"" effected ""on reasonable suspicion of [his] having committed an offence"".",912,21.txt,"The Court of Appeal has held that the detention of a man under the Terrorism Act was lawful because he was being held ""on reasonable suspicion of committing an offence""."
912,913," The applicant alleged that there had been a violation of Article 5 para. 1 of the Convention (art. 5-1), which, in so far as relevant, reads:
""Everyone has the right to liberty and security of person. No one shall be deprived of his liberty save in the following cases and in accordance with a procedure prescribed by law:
...
(c) the lawful arrest or detention of a person effected for the purpose of bringing him before the competent legal authority on reasonable suspicion of having committed an offence or when it is reasonably considered necessary to prevent his committing an offence or fleeing after having done so;",913,21.txt,The European Court of Human Rights (ECHR) has dismissed a case brought by a man who claimed that he had been unlawfully arrested and detained under the European Convention on Human Rights (ECHR).
913,914,"The applicant, with whom the Commission agreed, was of the opinion that the facts which had been invoked against him at the time of his arrest and during his continued detention (see paragraphs 9, 11 and 13 above) could not, in the eyes of an objective observer, be construed as misappropriation of funds or as a breach of official duties aimed at facilitating the commission of such an offence.",914,21.txt,The Court of Appeal has upheld the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (ECHR) to uphold the decision of the European Court of Human Rights (E
914,915,"(see, for instance, the Bozano v. France judgment of 18 December 1986, Series A no. 111, p. 23, para. 54; and the Benham v. the United Kingdom judgment of 10 June 1996, Reports 1996-III, pp. 752-53, para. 40).",915,21.txt,The European Court of Human Rights (ECHR) has held in a number of cases that the European Convention on Human Rights (ECHR) applies in all countries where the European Union (EU) is a member.
915,916,"The Court notes that this particular complaint was not dealt with by the Commission in its report or admissibility decision and that, as pointed out by the Delegate of the Commission, it is uncertain whether it can be regarded as falling within the compass of the case before the Court as delimited by the Commission’s decision on admissibility",916,26.txt,The European Court of Justice has dismissed a complaint brought against the European Commission by a former member of the European Parliament.
916,917,"(see, inter alia, the Powell and Rayner v. the United Kingdom judgment of 21 February 1990, Series A no. 172, p. 13, para. 29).",917,26.txt,The Court of Appeal for the Supreme Court has held that the Court of Appeal for the United Kingdom did not have jurisdiction to hear the case of Powell and Rayner.
917,918,"In any event, given the fact that the applicant’s punitive period has now expired, the Court does not consider it necessary to examine this complaint.",918,26.txt,The Court of Justice of the European Union (CJEU) does not consider it necessary to examine the complaint brought by the applicant against the Court of Justice of the European Union (CJEU).
918,919,"(see paragraph 26 above), which the Court examined in its Wynne v. the United Kingdom judgment of 18 July 1994 (Series A no. 294-A),",919,26.txt,The Court of Appeal for the Supreme Court of Canada has held that the Supreme Court of Canada did not have jurisdiction to hear an appeal from a decision of the United Kingdom's Court of Appeal for the Supreme Court of England and Wales.
919,920,in that the former is not solely based on the gravity of the offence but takes into account the age of the offender.,920,26.txt,"As part of our series of letters from British journalists, BBC News takes a look at some of the more unusual sentences handed down in the UK."
920,921,"The principle that crimes committed by young persons should not be punished as severely as the crimes of adults is, in the applicant’s submission, contained in all civilised penal codes.",921,26.txt,An application has been made for leave to appeal against the decision of the Court of Appeal to uphold the conviction of a 15-year-old boy for raping a 15-year-old girl.
921,922,"In this respect, the purpose of a sentence of detention during Her Majesty’s pleasure is not wholly punitive in character but partly punitive and partly preventive.",922,26.txt,A sentence of detention during Her Majesty’s pleasure is not wholly punitive in character but partly punitive and partly preventive.
