kp,argument,match_score
"The applicable principles are, nonetheless, similar.","However, had it been in force, the procedure followed by the Court of Appeal would have been in conformity with the rules thereby introduced.",0.9958295226097108
No such action has been brought.,"Consideration of the various issues involved ultimately led me to the conclusion that Article 6 paras.,6-3-d) have not been violated in the present case.",0.988239884376526
"Having regard to all these considerations,",In reaching this conclusion I would stress the following aspects:,0.9995347261428832
In the light of the reasons.,The Court of Appeal has given reasons for delegating the hearing of the witnesses to the investigating judge.,0.989535927772522
Since the only justification for his detention is risk.,Their shared opinion that the accusations and events were such that fear of violent repercussions was not unsubstantiated cannot be considered unreasonable.,0.93808513879776
Everyone has the right to the freedom of expression.,6) does not guarantee an unlimited right to question witnesses.,0.98620343208313
"the ""protection of the reputation or rights of others"".","6) against the interests of witnesses protected by other substantive provisions of the Convention (see the Doorson judgment previously cited, p. 470, para.",0.9928408861160278
"Thus, they cannot, on arguable grounds, claim.","Moreover, the defence were offered the possibility to challenge the statements and their use as evidence in open court before the Court of Appeal.",0.9556575417518616
Since the only justification for his detention is risk.,"implicit in the profession of police officer, that should not mean that the latter has to take unnecessary risks and it certainly does not mean that the lives and safety of his family deserve",0.991584539413452
No such action has been brought.,would have been no case against them and they would have been acquitted.,0.995585799217224
"Thus, they cannot, on arguable grounds, claim.",Against this background the Court cannot find that the proceedings taken as a whole were fair.,0.953033983707428
Regarding the alleged violation of Article 5 para.,The Government and the Commission both considered that there had been no violation of Article 6 paras.,0.9996234178543092
"Having regard to all these considerations,",structural and organisational matters.,0.9884241819381714
"Having regard to all these considerations,","He argues that, inter alia, these factors meant that he was neither.",0.996138632297516
"Having regard to all these considerations,","These factors, the applicant submits, also contributed to the.",0.988944947719574
The applicant also complains of degrading treatment contrary to.,He also takes issue.,0.9725810885429382
In the light of the reasons.,"reasons for the decisions of the court-martial, the Confirming Officer.",0.9973862767219543
"Having regard to all these considerations,",qualifications or advice made the final decision on the applicant's.,0.903550624847412
In the light of the reasons.,"The Government also submit that, in light of the importance of.,charges, the reasons for the sentence were obvious.",0.9996248483657836
"Thus, they cannot, on arguable grounds, claim.","In addition, the Government dispute that the Convening Officer.",0.999520182609558
The applicant also complains of degrading treatment contrary to.,Government also refer to the fact that the conduct of the Judge.,0.9536377787590028
The applicant filed an appeal.,"right to an appeal under the Convention and, in any event, the post-
hearing reviews are not, according to the Government, designed to be.,full appeals, but rather further pleas in mitigation.",0.9984118938446044
"the ""protection of the reputation or rights of others"".",The essence of the case concerns the criticisms made in the Inspectors' report about the first three applicants and the effects of the report upon their honour and reputation.,0.999408721923828
"Thus, they cannot, on arguable grounds, claim.",In these circumstances the Commission concludes that the fourth applicant company cannot claim to be a victim of a violation of the Convention.,0.9996918439865112
Regarding the alleged violation of Article 5 para.,"an action in defamation against these public officials would probably.,have been successfully defended on the ground of privilege, this merely.,reflects the limited content of the right to reputation under domestic.,applicants' civil rights under Article 6 para.,6-1) of the.",0.999687671661377
"Thus, they cannot, on arguable grounds, claim.","The Government have contended that the applicants could.,have brought defamation proceedings against others, particularly.,proceedings against Lonrho and The Observer, and those who worked for.,them, in respect of the allegedly serious improprieties committed by.,respect of the very matters central to the Inspectors' report.",0.9995269775390624
"Thus, they cannot, on arguable grounds, claim.","Government have disputed a claim made by the applicants that any jury.,had to withdrew the defamation proceedings against The Observer.",0.9996949434280396
"Thus, they cannot, on arguable grounds, claim.",They have contended that the report could not be used as evidence in those proceedings.,0.9988306164741516
The Commission finds that these complaints raise complex issues.,The Commission considers that this part of the application raises a serious question of fact and law which is of such complexity that its determination should depend on an examination of the merits.,0.999723732471466
The needs of democracy justify transparency in such matters.,"6-1) of the Convention, cited above, guarantees a fair hearing in the determination of criminal charges.",0.9076917171478271
No such action has been brought.,The Inspectors had not conducted a criminal investigation.,0.999707043170929
No such action has been brought.,Before the Inspectors' report was published it was clearly and publicly stated by the competent authorities that no criminal proceedings would be brought against the applicants.,0.9993357062339784
No such action has been brought.,The Inspectors had not made any findings of criminal conduct by the applicants.,0.9997133612632751
Regarding the alleged violation of Article 5 para.,"They considered that the applicants had been dishonest over certain matters, but although dishonesty is reprehensible, it is not a criminal offence.",0.9086605310440063
"(see, inter alia and mutatis mutandis, the following judgments:","the Court's aforementioned Deweer judgment of 27 February 1990, p. 24, para.,46, and the Adolf judgment of 26 March 1982, p. 15, para.",0.9884414672851562
No such action has been brought.,"The report made no findings that the applicants had committed any criminal offence, although it was critical of certain aspects of their business affairs.",0.994105577468872
No such action has been brought.,The Inspectors had not conducted a criminal investigation.,0.999707043170929
Everyone has the right to the freedom of expression.,In these circumstances the Commission concludes that the applicants' rights under Article 6 paras.,0.9986355900764464
Everyone has the right to the freedom of expression.,Everyone has the right to respect for his private.,0.9997029900550842
"the ""protection of the reputation or rights of others"".","The applicants have submitted, inter alia, that English law provides no enforceable right to privacy and no safeguards or limitations on the scope of investigations and reports of the kind seen in this case.,The report referred to unwarranted aspects of the applicants' private lives and labelled them as dishonest, which had adverse effects on their reputation.",0.999545395374298
"the ""protection of the reputation or rights of others"".","Nor was there any need to protect others' right such as those of Lonrho, by publishing the report in its entirety, as their rights were adequately secured by the ordinary courts.",0.9995146989822388
"Thus, they cannot, on arguable grounds, claim.","The Government have contended, inter alia, that the report did not interfere with the private lives of the applicants.",0.9597724676132202
"the ""protection of the reputation or rights of others"".",They stated that the applicants had themselves put their reputation into the public domain before the Inspectors were appointed by the hiring of public relations professionals for this purpose and ensuring media coverage.,0.9499490857124328
"Having regard to all these considerations,",The Inspectors were aware of the need for privacy and proceeded in whatever manner was least obtrusive to the applicants' privacy (cf.,0.9990652203559875
the application is of such general interest,"Even if there had been an interference with the applicants' private lives, it was in accordance with the law and necessary for overwhelming reasons of public interest (pp.",0.987616240978241
"Having regard to all these considerations,",The question is one of proportionality or balance between the public and the individual interests.,0.9949896931648254
The needs of democracy justify transparency in such matters.,The Commission finds that no elements of arbitrariness are disclosed in the present case.,0.9520279765129088
"Having regard to all these considerations,",As a whole the report may be said to be balanced and thorough; it is not a one-sided condemnation of the applicants and.,0.958363115787506
"The applicable principles are, nonetheless, similar.",the legitimate aims enunciated above and could be regarded as necessary within the meaning of Article 8 para.,0.9641860723495485
"the ""protection of the reputation or rights of others"".","It pursued the legitimate aims, relied on by the Government, of protecting the economic well-being of the country and the rights and freedoms of others, within the meaning of Article 8 para.",0.99966561794281
"the ""protection of the reputation or rights of others"".","It seriously damaged their reputation and financial standing and, thereby, harmed their economic interests in the business of HOF.",0.9961904287338256
Regarding the alleged violation of Article 5 para.,ambit of Article 1 of Protocol No.,0.9406836032867432
No such action has been brought.,No evidence of any significant economic prejudice has been submitted to it.,0.9920628666877748
Everyone has the right to the freedom of expression.,"13) provides as follows:

""Everyone whose rights and freedoms as set forth in this.,Convention are violated shall have an effective remedy.,violation has been committed by persons acting in an.",0.999444544315338
The applicant has therefore exhausted domestic remedies and also.,13) of the Convention a right to a remedy for these Convention claims.,0.9963018894195556
The applicant has therefore exhausted domestic remedies and also.,"However, as regards the second aspect, the Commission recalls that Article 13 (Art.,13) of the Convention does not require a remedy under domestic law in respect of every alleged violation of the Convention.",0.997183620929718
"Thus, they cannot, on arguable grounds, claim.","It only applies if the applicant can be said to have an ""arguable claim"" of a violation of the Convention",0.9996870756149292
Regarding the alleged violation of Article 5 para.,"The Commission has found above that the applicants' claims under Article 6 paras.,1 (P1-1) to the Convention are manifestly ill-founded within the meaning of Article 27 para.",0.9995061159133912
In the light of the reasons.,"In the light of the reasons.,upon which those findings are based, the Commission also considers that the facts of the present case fail to disclose an ""arguable claim"" of.,a violation of these provisions.",1.0
Regarding the alleged violation of Article 5 para.,"To this extent it follows that the applicants' complaint under Article 13 (Art.,13) of the Convention is partially manifestly ill-founded, within the meaning of Article 27 para.",0.9918606877326964
"Thus, they cannot, on arguable grounds, claim.","It only applies if the applicant can be said to have an ""arguable claim"" of a violation of the Convention",0.9996870756149292
"the ""protection of the reputation or rights of others"".","impossibility of suing the Inspectors or the Secretary.,of State in the civil courts for defamation because they would have had.,a defence of absolute or qualified privilege.",0.9995511174201964
The applicant filed an appeal.,The applicants have contended that the Inspectors' report made statements about them which amounted to findings of criminal conduct.,0.9507286548614502
Regarding the alleged violation of Article 5 para.,"However, Article 6 para.,is guilty of a criminal offence, where guilt has not been proved by a fair judicial process satisfying the requirements of Article 6.",0.9946337938308716
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Adolf judgment of 26 March 1982,

Series A No.,49; Deweer judgment of 27 February 1980, Series A No.,7986/77, Krause v. Switzerland, Dec. 3.10.78, D.R.",0.9786229133605956
"the ""protection of the reputation or rights of others"".","It was also necessary to protect the rights and freedoms of others, such as those of Lonrho, its shareholders and associates, by confirming that their allegations about the applicants had been well-founded.",0.999698042869568
"Having regard to all these considerations,",Moreover the report was well-balanced and did not go further than was necessary for the Inspectors' legitimate purpose.,0.9793088436126708
Everyone has the right to the freedom of expression.,The Commission finds that the publication of the Inspectors' report with certain of its findings constituted an interference with the applicants' right to respect for private life within the meaning of Article 8 para.,0.9996788501739502
"The applicable principles are, nonetheless, similar.","However, that interference was in accordance with the law, the publication being authorised by section 437 (3) (c) of the Companies Act 1985.",0.9921700358390808
the application is of such general interest,The interest of the general public in being informed about matters of major public concern can best be served by the publication of the results of Government inquiries.,0.9985798597335817
the application is of such general interest,Further elements of general interest are cited above at pp.,0.9997074007987976
The needs of democracy justify transparency in such matters.,The needs of democracy justify transparency in such matters.,1.0
Everyone has the right to the freedom of expression.,"""Every natural or legal person is entitled to the peaceful.,No one shall be deprived of.,his possessions except in the public interest and subject.,to the conditions provided for by law and by the general.,principles of international law.,impair the right of a State to enforce such laws as it deems.,necessary to control the use of property in accordance with.,the general interest or to secure the payment of taxes or.",0.9997052550315856
The needs of democracy justify transparency in such matters.,Although the publication of the report pursued the legitimate aim of informing the public about.,0.9991416931152344
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238036
No such action has been brought.,They also point out that the applicant did not make a complaint about the absence of a hearing before the Administrative Court.,0.9793620109558104
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238036
Regarding the alleged violation of Article 5 para.,In connection with Article 144 para.,0.969519019126892
The Commission finds that these complaints raise complex issues.,"The Commission finds that the application raises complex issues of law under the Convention, including questions concerning the Austrian reservations to Articles 5 and 6 (Art.",0.9997138381004332
Regarding the alleged violation of Article 5 para.,"Administrative Court Act under which the Administrative Court must.,quash an authority's decision for violation of procedural rules where.,in an essential point the authority has found facts in a way which.,essential point, or where procedural provisions have been disregarded.",0.9990653395652772
"Thus, they cannot, on arguable grounds, claim.","In connection with Article 144 para.,provides for non-acceptance of a constitutional complaint on grounds.,against decisions without giving detailed reasons is only a procedural.",0.9996886253356934
The applicant filed an appeal.,"The Government point out that any.,complaint lodged with the Constitutional Court against a decision is.",0.9990488886833192
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238036
Regarding the alleged violation of Article 5 para.,"In connection with Article 144 para.,Constitution, the applicant considers that the enlarged grounds for.,non-acceptance of a constitutional complaint are in any event at.",0.9931179285049438
No such action has been brought.,"It follows that he was not tried or punished again ""for an.",0.9985311031341552
Everyone has the right to the freedom of expression.,"such as himself, and his right to impart information to the public has.",0.9997133612632751
Everyone has the right to the freedom of expression.,"Everyone has the right to freedom of expression.,right shall include freedom to hold opinions and to receive.",0.9997121691703796
The applicant filed an appeal.,"The applicant contends that the disclosure order breached his.,duty of confidentiality to his source and was not ""prescribed by law"",",0.9990272521972656
Since the only justification for his detention is risk.,"since it included the threat to the.,applicant of up to two years' imprisonment and has cast a.
disproportionate chilling effect on the free flow of information to the.",0.995896816253662
The applicant has therefore exhausted domestic remedies and also.,"refer to domestic case-law as.,indicating that the relevant principle is well-established, accessible.",0.9955405592918396
Everyone has the right to the freedom of expression.,"for the purpose of protecting the.,rights of others and for preventing the disclosure of information.",0.9997171759605408
Everyone has the right to the freedom of expression.,"They submit that Section 10 of the 1981 Act.,gives recognition to the high public importance of protecting the free.,flow of information to the press and provides a heavy presumption.",0.999679684638977
"the ""protection of the reputation or rights of others"".","The interest of protecting journalistic.,assessment of whether ""the interests of justice"" required disclosure.,in this particular case, the domestic courts gave full and reasoned.,consideration to all the competing interests.",0.9993647933006288
"Thus, they cannot, on arguable grounds, claim.","that having regard to the margin of appreciation, accorded to.,Contracting States, there is no ground on which the Commission in its.",0.993327498435974
"The applicable principles are, nonetheless, similar.","however that the interference was ""prescribed by law"" within the.",0.9536975026130676
The needs of democracy justify transparency in such matters.,"""necessary in a democratic society""",0.9966627955436708
The Commission finds that these complaints raise complex issues.,10) of the Convention raise complex issues of fact and.,0.9997015595436096
The Commission finds that these complaints raise complex issues.,their claims necessarily raised matters outside the jurisdiction of the.,0.9826602339744568
The applicant has therefore exhausted domestic remedies and also.,"The Commission recalls that Article 26 (Art.,Convention only requires the exhaustion of such remedies which relate.,to the breaches of the Convention alleged and at the same time can.",0.9997133612632751
The applicant has therefore exhausted domestic remedies and also.,"to exercise remedies which, although theoretically of a nature to.,constitute remedies, do not in reality offer any chance of redressing.",0.9958192110061646
Everyone has the right to the freedom of expression.,"The Commission has held that where, for example,
there is a choice of remedies open to an applicant, Article 26.,26) of the Convention must be applied to reflect the practical.,protection of the rights and freedoms guaranteed by the Convention (cf.",0.9996604919433594
"Thus, they cannot, on arguable grounds, claim.","relevant domestic authorities) intended, inter alia, to argue that.",0.9764359593391418
"The applicable principles are, nonetheless, similar.","that Article 2 (Art.,detailed legal rules on the use of lethal force, which strictly control.",0.9994239807128906
Regarding the alleged violation of Article 5 para.,general and therefore is in itself in violation of this provision.,0.9996317625045776
Everyone has the right to the freedom of expression.,The applicants further submit that Article 2 (Art.,0.9160909056663512
"the ""protection of the reputation or rights of others"".",and attempts made to intimidate and discredit those who did come.,0.9646727442741394
"(see, inter alia and mutatis mutandis, the following judgments:",the jury on consideration of the evidence found that the killings were.,0.9380290508270264
Since the only justification for his detention is risk.,"jury considered that there had been no plot to kill the deceased.,aim of protecting the lives of the people of Gibraltar.",0.9919903874397278
The Order merely allows the trier of fact.,it provided an exhaustive fact-finding investigation by an independent.,0.9763222932815552
"Within six months of this date, i.e.","within six months of the incident, that the applicants' representatives.,made no challenge to the public immunity certificates, and that the.,Coroner exercised his discretion to allow certain questions, despite.",0.9996078610420228
The Commission finds that these complaints raise complex issues.,"2) of the Convention raise complex issues of fact and.,law, the determination of which should depend on the merits.",0.9996943473815918
"(see, inter alia and mutatis mutandis, the following judgments:","H.R., Deweer judgment of 27.",0.9180649518966676
The applicant has therefore exhausted domestic remedies and also.,existence of available and sufficient domestic remedies lies upon the.,0.9997056126594543
"Thus, they cannot, on arguable grounds, claim.",Commission recalls that they were found eligible under the financial.,0.9103862047195436
"Having regard to all these considerations,","Having regard, in addition, to the difficulties imposed by the.,distance and the difficulty and complexity of the factual and legal.",0.9963294863700868
Everyone has the right to the freedom of expression.,submit that Article 2 (Art.,0.9722754955291748
"the ""protection of the reputation or rights of others"".","They refer to the safeguards.,before any inference is drawn, the prosecution must have established.",0.9977149963378906
The Order merely allows the trier of fact.,The Order merely allows the trier of fact.,1.0
"Thus, they cannot, on arguable grounds, claim.","In the present case,
there was a formidable case against the applicant which called for.",0.9806481003761292
"Thus, they cannot, on arguable grounds, claim.","for 48 hours, the Government contend that this delay did not.",0.9901561737060548
"The applicable principles are, nonetheless, similar.","the police have similar powers to delay access in England and Wales,",0.9761704206466676
Since the only justification for his detention is risk.,any stage while a person arrested under prevention of terrorism.,0.9872292280197144
The Commission finds that these complaints raise complex issues.,"It considers that the applicant's complaints raise serious.,issues of fact and law under the Convention, the determination of which.,should depend on an examination of the merits.",0.9993433356285096
"(see, inter alia and mutatis mutandis, the following judgments:","The applicant submits that the 1988 Order, which permits.,trial judge in the instant case,",0.9587998390197754
"(see, inter alia and mutatis mutandis, the following judgments:",The very strong inferences drawn by the trial judge.,0.924727499485016
Regarding the alleged violation of Article 5 para.,"submitted that it is a generally recognised principle of international.,law that an accused person cannot be required to incriminate himself,
that Article 6 (Art.,6) of the Convention enshrines this principle, and.",0.9965527057647704
Regarding the alleged violation of Article 5 para.,"in Article 6 para.,6-2) of the Convention.",0.999074935913086
No such action has been brought.,"that the applicant did not bring private prosecution proceedings.,against the police officers concerned for insult within the meaning of.",0.999577820301056
Regarding the alleged violation of Article 5 para.,properly to reason her constitutional complaint as regards the alleged.,0.9995914101600648
The applicant also complains of degrading treatment contrary to.,"The applicant considers that her ill-treatment amounted to bodily.,assault which had to be prosecuted ex officio and",0.9996975660324096
The applicant has therefore exhausted domestic remedies and also.,"The Commission observes that the basis of the rule of exhaustion.,of domestic remedies under Article 26 (Art.,alleged damage by domestic means within the framework of its own legal.",0.9996871948242188
The applicant also complains of degrading treatment contrary to.,"alleged ill-treatment contrary to Article 3 (Art.,3) of the Convention,
the Commission has held that raising criminal charges against the.,officials concerned or filing a civil action for compensation are.,effective remedies to be exhausted pursuant to Article 26 (Art.",0.9997361302375792
No such action has been brought.,"prosecution proceedings against the police officers concerned for.,insult, or, assuming that the alleged acts had to be prosecuted ex.,officio, lay any criminal charges against the police officers.",0.9992617964744568
The applicant also complains of degrading treatment contrary to.,"regard to the criminal proceedings instituted against three police.,officers upon accusations of ill-treatment raised by the applicant's.",0.9997314810752868
No such action has been brought.,"The applicant did not institute civil proceedings either, with.,a view to claiming compensation in particular as regards the alleged.",0.99969482421875
Everyone has the right to the freedom of expression.,"violation of constitutionally guaranteed rights is limited under S. 144.
para.,authority and coercion against a particular individual.",0.998138427734375
"The applicable principles are, nonetheless, similar.","Constitutional Court, in its decision of 28 November 1989, declared the.,applicant's complaint about the alleged insults committed by police.,its constant case-law, according to which mere insults as such did not.",0.9995192289352416
The applicant has therefore exhausted domestic remedies and also.,"complaint to the Constitutional Court about ill-treatment does not.,exhaustion of domestic remedies, as required by Article 26 (Art.",0.9997218251228333
The applicant has therefore exhausted domestic remedies and also.,"recognised rules of international law from exhausting the effective.,domestic remedies at her disposal.",0.9997350573539734
No such action has been brought.,"The Commission refers to its above findings that under Austrian.,law, the applicant could have brought criminal charges against the.,police officers concerned, or filed a civil action for compensation as.",0.9996399879455566
Regarding the alleged violation of Article 5 para.,The Commission first recalls that the guarantees in paras.,0.9990204572677612
The applicant has therefore exhausted domestic remedies and also.,were raised at least in substance before the domestic courts.,0.9996979236602784
The applicant has therefore exhausted domestic remedies and also.,"not therefore exhausted the remedies available to him under Swedish law.,in respect of these complaints.",0.9996944665908812
The applicant has therefore exhausted domestic remedies and also.,"special circumstance which might have absolved this applicant,
according to the generally recognised rules of international law, from.,exhausting the domestic remedies at his disposal.",0.9997304081916808
Everyone has the right to the freedom of expression.,that he availed himself of his right to challenge Ms. Ekberg's report.,0.9993116855621338
Regarding the alleged violation of Article 5 para.,"Accordingly, the Commission will have regard to them when examining the.,facts under Article 6 para.",0.9995918869972228
The applicant has therefore exhausted domestic remedies and also.,"complaints must be rejected for non-exhaustion of domestic remedies.,under Article 27 para.",0.9997209906578064
Everyone has the right to the freedom of expression.,"that there was in this respect a lack of ""equality of arms"" between the.",0.999460756778717
Regarding the alleged violation of Article 5 para.,of such a violation.,0.9969018697738647
who was detained over a long period of time.,"release from his pre-trial detention,",0.9160868525505066
"Within six months of this date, i.e.","The Commission recalls that under Article 26 (Art.,Convention it may only deal with a complaint within a period of six.,months from the date on which the final decision was taken.",0.9995996356010436
"Within six months of this date, i.e.","became obsolete at the latest on 20 June 1991, when the County.",0.9927082657814026
"Within six months of this date, i.e.","The present application, however, was lodged on 16 November 1992,
that is more than six months later.",0.9993302822113036
Regarding the alleged violation of Article 5 para.,"Examining the complaint under Article 6 para.,6-2) of the.,Convention, the Commission finds no appearance of a violation of these.",0.9996697902679444
"Having regard to all these considerations,","However,
the existence of ""family life"" will depend on a number of factors and.",0.984614908695221
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Hokkanen judgment of.",0.9847813844680786
"The applicable principles are, nonetheless, similar.","The Commission recalls that the placement order was based on the.,1990 Act and was, accordingly, made in accordance with the law.",0.995512306690216
"the ""protection of the reputation or rights of others"".","interference furthermore had the legitimate aims of protecting the.,second applicant's ""health or morals"" as well as his ""rights and.",0.9993653893470764
Everyone has the right to the freedom of expression.,"Accordingly, the Commission concludes that the interference with.,the applicants' rights under Article 8 para.,reasonably be regarded as ""necessary in a democratic society"" within.,8-2) of that provision in the interests.",0.9993577599525452
"Having regard to all these considerations,","ascertaining whether the State has exercised its discretion reasonably,
carefully and in good faith.",0.9887909889221193
In the light of the reasons.,the relevant decisions in isolation but must look at them in the light.,0.9970967769622804
In the light of the reasons.,"It must determine whether the reasons adduced.,to justify the interference at issue are ""relevant and sufficient"".,the above-mentioned Olsson judgment, p. 32, para.",0.9990142583847046
"Having regard to all these considerations,",The Court took this into account when.,0.9771420359611512
In the light of the reasons.,"In the light of the above and having regard to the State's margin.,of appreciation the Commission finds that the public care of the second.,applicant has been based on relevant and sufficient reasons and that.",0.999691128730774
Everyone has the right to the freedom of expression.,"Accordingly, the Commission concludes that the interference with.,the applicants' rights under Article 8 para.,reasonably be regarded as ""necessary in a democratic society"" within.,8-2) of that provision in the interests.",0.9993577599525452
"Within six months of this date, i.e.","The Commission recalls that under Article 26 (Art.,Convention it may only deal with the matter within a period of six.,months from the date on which the final decision was taken.",0.9996716976165771
"Within six months of this date, i.e.",six months' period starts at the time when the situation ceases to.,0.995501697063446
"Within six months of this date, i.e.",more than six months later.,0.99919456243515
Everyone has the right to the freedom of expression.,"in the ""family home"" and the related access restrictions amount to a.
deprivation of his liberty within the meaning of Article 5 (Art.",0.999707281589508
The applicant filed an appeal.,The applicant's appeal to the County Administrative.,0.999602735042572
The applicant filed an appeal.,further appeal to the Administrative Court of Appeal was decided upon.,0.9996788501739502
The applicant filed an appeal.,"Leave to appeal was.,refused by decision of the Supreme Administrative Court on 26 May 1994.",0.9985974431037904
The Commission finds that these complaints raise complex issues.,"It reiterates that the.,reasonableness of the length of proceedings must be assessed in the.,light of the circumstances of each case and having regard to the.,following criteria: the complexity of the case, the conduct of the.",0.9990456700325012
"Having regard to all these considerations,",above criteria and having regard to the particular circumstances of the.,0.9981372356414796
Regarding the alleged violation of Article 5 para.,"Accordingly, there is no appearance of a violation of Article 6.
para.",0.9986701011657716
Regarding the alleged violation of Article 5 para.,"that this provision applies, the Commission observes that under Section.,a right to challenge the Social Council's refusal before the.",0.9845172762870787
Everyone has the right to the freedom of expression.,No further issue arises under Article 13 (Art.,0.9819291830062866
"(see, inter alia and mutatis mutandis, the following judgments:","notes, in particular, that in its judgment of 15 September 1993 the.",0.9279944896697998
Regarding the alleged violation of Article 5 para.,there is no appearance of a violation of Article 6 (Art.,0.9283278584480286
Everyone has the right to the freedom of expression.,No separate issue arises under Article 13 (Art.,0.9835574626922609
The applicant filed an appeal.,challenged the access restrictions at issue by appealing against the.,0.9997279047966005
The applicant has therefore exhausted domestic remedies and also.,have not therefore exhausted the remedies available to them under.,0.99973326921463
The applicant has therefore exhausted domestic remedies and also.,"absolved the applicants, according to the generally recognised rules.,of international law, from exhausting the domestic remedies at their.",0.9997301697731018
Regarding the alleged violation of Article 5 para.,"In examining whether this interference is justified under para.,requirement that the interference be ""in accordance with the law"".",0.9996612071990968
"(see, inter alia and mutatis mutandis, the following judgments:","covered by written law, the ""law"" is the enactment in force as the.,competent courts have interpreted it",0.9990183115005492
Everyone has the right to the freedom of expression.,The Commission notes that under Section 11 of the 1990 Act the.,0.9502955079078674
"(see, inter alia and mutatis mutandis, the following judgments:",Swedish courts as constituting the legal basis for access restrictions.,0.9060120582580566
The needs of democracy justify transparency in such matters.,"whether the interference was ""necessary in a democratic society"" in.,applicant has been allowed to spend one weekend a month in the home of.,being allowed to spend another weekend a month in the home of his.",0.999381422996521
In the light of the reasons.,"Recalling its considerations in para.,of have been based on relevant and sufficient reasons and that the.",0.99970144033432
Everyone has the right to the freedom of expression.,"Accordingly, the Commission concludes that the interference with.,the third and the fourth applicant's rights under Article 8 para.,8-1) can reasonably be regarded as ""necessary in a democratic.,society"" within the meaning of para.,8-2)of that provision in.,the interests of the second applicant.",0.9979100823402404
"Thus, they cannot, on arguable grounds, claim.","Thus, they cannot, on arguable grounds, claim.,to have a ""right"" under domestic law.",1.0
The applicant has therefore exhausted domestic remedies and also.,"Recalling its reasoning with regard to complaint no.,13 above,
the Commission considers that domestic remedies have not been.",0.9988728165626526
The applicant has therefore exhausted domestic remedies and also.,civil proceedings instituted by the first applicant for the purpose of.,0.9991046786308287
No such action has been brought.,No such action has been brought.,1.0
The applicant has therefore exhausted domestic remedies and also.,"that remedy must be tried (e.g., No.",0.9962010979652404
The applicant has therefore exhausted domestic remedies and also.,been shown that domestic remedies have been exhausted.,0.999735414981842
The applicant has therefore exhausted domestic remedies and also.,"special circumstance which might have absolved the applicants,
according to the generally recognised rules of international law, from.,exhausting the domestic remedy at their disposal.",0.9997352957725524
"Thus, they cannot, on arguable grounds, claim.",Leaving aside the question of Sweden's reservation to this.,0.9595062136650084
"Within six months of this date, i.e.",the running of the six month period provided for in Article 26.,0.9996494054794312
In the light of the reasons.,"The Commission, examining this complaint in the light of the.,above-cited Article 8 (Art.",0.9903993010520936
The applicant has therefore exhausted domestic remedies and also.,It has therefore not been shown that domestic remedies have.,0.9930433034896852
The applicant has therefore exhausted domestic remedies and also.,"absolved the applicants, according to the generally recognised rules.,of international law, from exhausting the domestic remedy at their.",0.9997188448905944
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Stanford judgment of 23 February 1994, Series.",0.980200171470642
Regarding the alleged violation of Article 5 para.,"of law and fact have been committed by domestic courts, except where.,it considers that such errors might have involved a possible violation.,of any of the rights and freedoms set out in the Convention or one of.,justification and thereby violates a party's right to receive a fair.",0.9996378421783448
The applicant has therefore exhausted domestic remedies and also.,"The Commission also recalls that under Article 26 (Art.,the Convention it may only deal with a complaint after all domestic.,remedies have been exhausted, according to the generally recognised.,rules under international law.",0.999651312828064
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., W v. the United Kingdom.",0.9704670906066896
"Thus, they cannot, on arguable grounds, claim.","first be ascertained whether there was a dispute over a ""right"" which.,can be said, at least on arguable grounds, to be recognised under.",0.9997023940086364
Everyone has the right to the freedom of expression.,Swedish law the third and the fourth applicant have no right of access.,0.9987691044807434
Everyone has the right to the freedom of expression.,distinguishable from the substantive rights set out under Section I of.,0.999363124370575
Everyone has the right to the freedom of expression.,"of this right that it must be open to individuals to complain of.,alleged infringements of it in the proceedings before the Commission.",0.9996452331542968
"The applicable principles are, nonetheless, similar.",rights which are practical and effective as opposed to theoretical and.,0.9667437672615052
The applicant has therefore exhausted domestic remedies and also.,"Recalling its reasoning with regard to complaint no.,13 above,
the Commission considers that domestic remedies have not been.",0.9988728165626526
Everyone has the right to the freedom of expression.,"The Commission recalls that Article 25 para.,interfere with the right of the individual effectively to present and.",0.9997177720069884
"(see, inter alia and mutatis mutandis, the following judgments:","Court H.R., Cruz Varas and Others judgment of.",0.9995704293251038
"Having regard to all these considerations,","Commission, taking into account the applicant's position in these.",0.9939806461334229
"Within six months of this date, i.e.","proceedings and did not lodge a request under S. 91 of the Court.,alleged delay, the superior court should fix an appropriate time-limit.",0.9956751465797424
The applicant has therefore exhausted domestic remedies and also.,"According to Article 26 (Art.,with the matter after all domestic remedies have been exhausted,
according to the generally recognised rules of international law"".",0.9997196793556212
who was detained over a long period of time.,the proceedings in question were already pending for one year.,0.9902735352516174
The applicant filed an appeal.,"stage, the District Court had already been dealing with the applicant's.,on the applicant's appeal on 29 November 1989.",0.9996886253356934
