,arg_id,argument,topic,stance,sents,sents_with_scores
3276,arg_18_43,urbanization can help people become more social and active due to lots of things happening around them,We should fight urbanization,-1,['urbanization can help people become more social and active due to lots of things happening around them'],"[('urbanization can help people become more social and active due to lots of things happening around them', 0.9184889793395996)]"
3277,arg_18_44,urbanization can provide more affordable places for people to live and cut down on homelessness.,We should fight urbanization,-1,['urbanization can provide more affordable places for people to live and cut down on homelessness.'],"[('urbanization can provide more affordable places for people to live and cut down on homelessness.', 0.9943329691886902)]"
3278,arg_18_45,urbanization creates population centers where major companies would establish themselves which makes it easier to get jobs,We should fight urbanization,-1,['urbanization creates population centers where major companies would establish themselves which makes it easier to get jobs'],"[('urbanization creates population centers where major companies would establish themselves which makes it easier to get jobs', 0.9413164854049683)]"
3279,arg_18_46,urbanization for people living in the country would be a good thing. it would be easier for them to have closer access to stores and other important places and this could make it happen.,We should fight urbanization,-1,['urbanization for people living in the country would be a good thing.'],"[('urbanization for people living in the country would be a good thing.', 0.7070052027702332)]"
3280,arg_18_47,urbanization from village areas brings in more workforce which could help the economy,We should fight urbanization,-1,['urbanization from village areas brings in more workforce which could help the economy'],"[('urbanization from village areas brings in more workforce which could help the economy', 0.9358623027801514)]"
3281,arg_18_48,"urbanization gives people more access to public transportation, employment opportunities, and health care services.",We should fight urbanization,-1,"['urbanization gives people more access to public transportation, employment opportunities, and health care services.']","[('urbanization gives people more access to public transportation, employment opportunities, and health care services.', 1.0189934968948364)]"
3282,arg_18_49,"urbanization goes hand in hand with mass transit, leading to more jobs and an easier way to get to those jobs, which benefits everybody.",We should fight urbanization,-1,"['urbanization goes hand in hand with mass transit, leading to more jobs and an easier way to get to those jobs, which benefits everybody.']","[('urbanization goes hand in hand with mass transit, leading to more jobs and an easier way to get to those jobs, which benefits everybody.', 0.9321658611297607)]"
3283,arg_18_50,urbanization has benefits including social integration because many different people will be living together and can understand each other.,We should fight urbanization,-1,['urbanization has benefits including social integration because many different people will be living together and can understand each other.'],"[('urbanization has benefits including social integration because many different people will be living together and can understand each other.', 0.9041352272033691)]"
3284,arg_18_51,urbanization has everything nearby some those that can't travel far will have everything they need close to them,We should fight urbanization,-1,"[""urbanization has everything nearby some those that can't travel far will have everything they need close to them""]","[(""urbanization has everything nearby some those that can't travel far will have everything they need close to them"", 0.694619357585907)]"
3285,arg_18_52,"urbanization helps bring people with different races, nationalities, and ideas together so we can all work together and learn more.",We should fight urbanization,-1,"['urbanization helps bring people with different races, nationalities, and ideas together so we can all work together and learn more.']","[('urbanization helps bring people with different races, nationalities, and ideas together so we can all work together and learn more.', 0.9437936544418335)]"
3286,arg_18_53,urbanization helps people find better jobs,We should fight urbanization,-1,['urbanization helps people find better jobs'],"[('urbanization helps people find better jobs', 0.9236312508583069)]"
3287,arg_18_54,urbanization helps people stay close to the stuff they need like grocery stores,We should fight urbanization,-1,['urbanization helps people stay close to the stuff they need like grocery stores'],"[('urbanization helps people stay close to the stuff they need like grocery stores', 0.8348299264907837)]"
3288,arg_18_55,"urbanization helps poorer people in rural areas who lack the resources they need to survive. urbanization eliminates the obstacles such as transportation, medical care access.",We should fight urbanization,-1,"['urbanization helps poorer people in rural areas who lack the resources they need to survive.', 'urbanization eliminates the obstacles such as transportation, medical care access.']","[('urbanization helps poorer people in rural areas who lack the resources they need to survive.', 0.9771324396133423), ('urbanization eliminates the obstacles such as transportation, medical care access.', 0.885371744632721)]"
3289,arg_18_56,urbanization helps to create jobs & new opportunities for people,We should fight urbanization,-1,['urbanization helps to create jobs & new opportunities for people'],"[('urbanization helps to create jobs & new opportunities for people', 0.9161941409111023)]"
3290,arg_18_57,urbanization id needed to allow business to flourish and communities to succeed.,We should fight urbanization,-1,['urbanization id needed to allow business to flourish and communities to succeed.'],"[('urbanization id needed to allow business to flourish and communities to succeed.', 0.7366865277290344)]"
3291,arg_18_58,"urbanization is a fact of life, everybody should have a roof over their head we should therefore support all urbanization initiatives.",We should fight urbanization,-1,"['urbanization is a fact of life, everybody should have a roof over their head we should therefore support all urbanization initiatives.']","[('urbanization is a fact of life, everybody should have a roof over their head we should therefore support all urbanization initiatives.', 0.8678075075149536)]"
3292,arg_18_59,urbanization is a good thing because there is more jobs available,We should fight urbanization,-1,['urbanization is a good thing because there is more jobs available'],"[('urbanization is a good thing because there is more jobs available', 0.7862704396247864)]"
3293,arg_18_60,urbanization is a good thing for societys.,We should fight urbanization,-1,['urbanization is a good thing for societys.'],"[('urbanization is a good thing for societys.', 0.703644335269928)]"
3294,arg_18_61,urbanization is a necessary part of economic expansion and improvement.,We should fight urbanization,-1,['urbanization is a necessary part of economic expansion and improvement.'],"[('urbanization is a necessary part of economic expansion and improvement.', 0.9447798132896423)]"
3295,arg_18_62,"urbanization is essentially unavoidable to allow us to live in proximity to necessary services and amenities, employment and friends and family",We should fight urbanization,-1,"['urbanization is essentially unavoidable to allow us to live in proximity to necessary services and amenities, employment and friends and family']","[('urbanization is essentially unavoidable to allow us to live in proximity to necessary services and amenities, employment and friends and family', 0.8979901075363159)]"
3296,arg_18_63,urbanization is good because it brings together many cultures into one area & people can experience av variety of new things,We should fight urbanization,-1,['urbanization is good because it brings together many cultures into one area & people can experience av variety of new things'],"[('urbanization is good because it brings together many cultures into one area & people can experience av variety of new things', 0.7896178364753723)]"
3297,arg_18_64,"urbanization is good because it means society can concentrate services - such as hospitals - in one place, thus reducing costs.",We should fight urbanization,-1,"['urbanization is good because it means society can concentrate services - such as hospitals - in one place, thus reducing costs.']","[('urbanization is good because it means society can concentrate services - such as hospitals - in one place, thus reducing costs.', 0.9130896329879761)]"
3298,arg_18_65,urbanization is good since it brings everyone closer to needed services and such,We should fight urbanization,-1,['urbanization is good since it brings everyone closer to needed services and such'],"[('urbanization is good since it brings everyone closer to needed services and such', 0.8729943037033081)]"
3299,arg_18_66,urbanization is important for the growth of economies,We should fight urbanization,-1,['urbanization is important for the growth of economies'],"[('urbanization is important for the growth of economies', 0.9148390293121338)]"
3300,arg_18_67,"urbanization is inevitable in the current environment, as most of the jobs and opportunities are in the big cities - we should focus on making the best of it rather than stopping it entirely.",We should fight urbanization,-1,"['urbanization is inevitable in the current environment, as most of the jobs and opportunities are in the big cities - we should focus on making the best of it rather than stopping it entirely.']","[('urbanization is inevitable in the current environment, as most of the jobs and opportunities are in the big cities - we should focus on making the best of it rather than stopping it entirely.', 0.9223300218582153)]"
3301,arg_18_68,"urbanization is just the natural consequence of life and there's no need to fight it. we all need homes and places to shop. it's going to happen, just embrace it.",We should fight urbanization,-1,"[""urbanization is just the natural consequence of life and there's no need to fight it.""]","[(""urbanization is just the natural consequence of life and there's no need to fight it."", 0.8564926385879517)]"
3302,arg_18_69,"urbanization is key to an efficient modern community. it ensures we have access to utilities, hospitals, food shops, water and for the lowest cost per person",We should fight urbanization,-1,['urbanization is key to an efficient modern community.'],"[('urbanization is key to an efficient modern community.', 0.936920166015625)]"
3303,arg_18_70,urbanization is necessary for our growing population.,We should fight urbanization,-1,['urbanization is necessary for our growing population.'],"[('urbanization is necessary for our growing population.', 0.8673925399780273)]"
3304,arg_18_71,urbanization is necessary for societies to grow and cilvilizations to prosper.,We should fight urbanization,-1,['urbanization is necessary for societies to grow and cilvilizations to prosper.'],"[('urbanization is necessary for societies to grow and cilvilizations to prosper.', 0.9001328945159912)]"
3305,arg_18_72,urbanization is needed for our growing population.,We should fight urbanization,-1,['urbanization is needed for our growing population.'],"[('urbanization is needed for our growing population.', 0.8711384534835815)]"
3306,arg_18_73,urbanization is something that should happen because it leads to better sanitary services.,We should fight urbanization,-1,['urbanization is something that should happen because it leads to better sanitary services.'],"[('urbanization is something that should happen because it leads to better sanitary services.', 0.8363581299781799)]"
3307,arg_18_74,urbanization is the answer for the overwhelming population.,We should fight urbanization,-1,['urbanization is the answer for the overwhelming population.'],"[('urbanization is the answer for the overwhelming population.', 0.6224842667579651)]"
3308,arg_18_75,"urbanization is the most efficient manner of structuring a community to enable access to public spaces, amenities, healthcare, public transport, schools and reduce the need for long car journeys",We should fight urbanization,-1,"['urbanization is the most efficient manner of structuring a community to enable access to public spaces, amenities, healthcare, public transport, schools and reduce the need for long car journeys']","[('urbanization is the most efficient manner of structuring a community to enable access to public spaces, amenities, healthcare, public transport, schools and reduce the need for long car journeys', 0.9796736836433411)]"
3309,arg_18_76,urbanization is the most efficient way to use scarce resources and may be the only way to fight overpopulation,We should fight urbanization,-1,['urbanization is the most efficient way to use scarce resources and may be the only way to fight overpopulation'],"[('urbanization is the most efficient way to use scarce resources and may be the only way to fight overpopulation', 1.0110416412353516)]"
3310,arg_18_77,urbanization leads to many new jobs and companies being able to expand their business. this means more goods produced in america and more happy people and money to be made.,We should fight urbanization,-1,"['urbanization leads to many new jobs and companies being able to expand their business.', 'this means more goods produced in america and more happy people and money to be made.']","[('urbanization leads to many new jobs and companies being able to expand their business.', 0.9591047167778015), ('this means more goods produced in america and more happy people and money to be made.', 0.645021378993988)]"
3311,arg_18_78,urbanization makes environmental sense as concentrated resources can be be used efficiently by more people.,We should fight urbanization,-1,['urbanization makes environmental sense as concentrated resources can be be used efficiently by more people.'],"[('urbanization makes environmental sense as concentrated resources can be be used efficiently by more people.', 0.9269989728927612)]"
3312,arg_18_79,urbanization makes the cost of living cheaper and cuts down on a lot of expenses.,We should fight urbanization,-1,['urbanization makes the cost of living cheaper and cuts down on a lot of expenses.'],"[('urbanization makes the cost of living cheaper and cuts down on a lot of expenses.', 0.949161171913147)]"
3313,arg_18_80,"urbanization means affordable housing, access to supportive resources and community services, and better healthcare for the area.",We should fight urbanization,-1,"['urbanization means affordable housing, access to supportive resources and community services, and better healthcare for the area.']","[('urbanization means affordable housing, access to supportive resources and community services, and better healthcare for the area.', 1.0125932693481445)]"
3314,arg_18_81,urbanization of areas has a positive effect on the growth and productivity of citizens. it helps society become and stay competitive in a global culture.,We should fight urbanization,-1,['urbanization of areas has a positive effect on the growth and productivity of citizens.'],"[('urbanization of areas has a positive effect on the growth and productivity of citizens.', 0.9776515960693359)]"
3315,arg_18_82,urbanization provides housing and jobs to areas that need it.,We should fight urbanization,-1,['urbanization provides housing and jobs to areas that need it.'],"[('urbanization provides housing and jobs to areas that need it.', 0.9744971990585327)]"
3316,arg_18_83,urbanization provides many opportunities for growth,We should fight urbanization,-1,['urbanization provides many opportunities for growth'],"[('urbanization provides many opportunities for growth', 0.9746328592300415)]"
3317,arg_18_84,urbanization provides more available jobs for people,We should fight urbanization,-1,['urbanization provides more available jobs for people'],"[('urbanization provides more available jobs for people', 0.9425022006034851)]"
3318,arg_18_85,urbanization provides more economic opportunities in areas that desperately need them.,We should fight urbanization,-1,['urbanization provides more economic opportunities in areas that desperately need them.'],"[('urbanization provides more economic opportunities in areas that desperately need them.', 1.0000901222229004)]"
3319,arg_18_86,"urbanization will allow a large number of jobs to be available in one city, thus allowing people to take mass transit to work, reducing traffic and pollution.",We should fight urbanization,-1,"['urbanization will allow a large number of jobs to be available in one city, thus allowing people to take mass transit to work, reducing traffic and pollution.']","[('urbanization will allow a large number of jobs to be available in one city, thus allowing people to take mass transit to work, reducing traffic and pollution.', 0.9935362339019775)]"
3320,arg_18_87,urbanization will create more job and housing opportunities for lower income people.,We should fight urbanization,-1,['urbanization will create more job and housing opportunities for lower income people.'],"[('urbanization will create more job and housing opportunities for lower income people.', 0.9907644987106323)]"
3321,arg_18_88,urbanization will increase available housing which we need.,We should fight urbanization,-1,['urbanization will increase available housing which we need.'],"[('urbanization will increase available housing which we need.', 0.8752057552337646)]"
3322,arg_18_89,urbanizations alleviate the overpopulation of large cities,We should fight urbanization,-1,['urbanizations alleviate the overpopulation of large cities'],"[('urbanizations alleviate the overpopulation of large cities', 0.9790050983428955)]"
3323,arg_18_90,we need more housing for people and so we need to urbanize more.,We should fight urbanization,-1,[],[]
3324,arg_18_91,we need to support urbanization to support growing populations.,We should fight urbanization,-1,[],[]
3325,arg_18_92,"we should allow a city to grow naturally. if a city develops a large enough economy and population then we should not restrict the growth just because we fear ""urbanization"".",We should fight urbanization,-1,"['if a city develops a large enough economy and population then we should not restrict the growth just because we fear ""urbanization"".']","[('if a city develops a large enough economy and population then we should not restrict the growth just because we fear ""urbanization"".', 0.9288800954818726)]"
3326,arg_18_93,"we should encourage urbanization because people have to close access to food, jobs and medical care will decrease their need to own cars to travel long distances.",We should fight urbanization,-1,[],[]
3327,arg_18_94,we should not fight urbanization as growth only provides more opportunities for a community.,We should fight urbanization,-1,[],[]
3328,arg_18_95,"We should not fight urbanization as it is inevitable that people are going to want to go to where there are jobs, entertainment and opportunity.",We should fight urbanization,-1,[],[]
3329,arg_18_96,we should not fight urbanization because change is necessary to move forward.,We should fight urbanization,-1,[],[]
3330,arg_18_97,"We should not fight urbanization because it creates more jobs, more jobs more incomes",We should fight urbanization,-1,[],[]
3331,arg_18_98,we should not fight urbanization because it gives more people places to live,We should fight urbanization,-1,[],[]
3332,arg_18_99,we should not fight urbanization because it gives people places to live and work,We should fight urbanization,-1,[],[]
3333,arg_18_100,we should not fight urbanization because the world is overpopulated as it is and everyone deserves affordable housing,We should fight urbanization,-1,[],[]
3334,arg_18_101,we should support urbanization because more people would be living closer to each other and therefore have access to everything they may need.,We should fight urbanization,-1,[],[]
3335,arg_18_102,we shouldn't fight urbanization because cities are a more economical way of living. it reduces pollution by having less people driving cars and it uses less natural resources by building livings places upright,We should fight urbanization,-1,[],[]
3336,arg_18_103,we shouldn't fight urbanization because its the future of humanity. we have a population problem that couldn't be fixed without urbanization. it allows us to house people in big tall buildings which saves space,We should fight urbanization,-1,[],[]
3337,arg_18_104,"with urbanization people will have easier access to essential services like medical treatment, food, transportation and other support services",We should fight urbanization,-1,"['with urbanization people will have easier access to essential services like medical treatment, food, transportation and other support services']","[('with urbanization people will have easier access to essential services like medical treatment, food, transportation and other support services', 0.9661198854446411)]"
3338,arg_18_105,you can't stop progress. there are millions of people in the world that need more space. stopping progress just to appease some tree huggers accomplishes nothing.,We should fight urbanization,-1,['stopping progress just to appease some tree huggers accomplishes nothing.'],"[('stopping progress just to appease some tree huggers accomplishes nothing.', 0.4694308638572693)]"
3339,arg_18_106,concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens.,We should fight urbanization,1,"[""concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens.""]","[(""concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens."", 0.744396984577179)]"
3340,arg_18_107,dense cities concentrate pollution.,We should fight urbanization,1,['dense cities concentrate pollution.'],"[('dense cities concentrate pollution.', 0.8475831151008606)]"
3341,arg_18_108,"if we fight urbanization, there would be less pollution",We should fight urbanization,1,"['if we fight urbanization, there would be less pollution']","[('if we fight urbanization, there would be less pollution', 0.842147707939148)]"
3342,arg_18_109,increasing urbanization can have negative impacts on the natural enviroment,We should fight urbanization,1,['increasing urbanization can have negative impacts on the natural enviroment'],"[('increasing urbanization can have negative impacts on the natural enviroment', 0.908545970916748)]"
3343,arg_18_110,it creates congestion and pollution,We should fight urbanization,1,[],[]
3344,arg_18_111,it leads to the destruction of nature and our ecosystem,We should fight urbanization,1,[],[]
3345,arg_18_112,"Lots of trees get cut down every year to make urban cities, that's bad for the environment",We should fight urbanization,1,"[""Lots of trees get cut down every year to make urban cities, that's bad for the environment""]","[(""Lots of trees get cut down every year to make urban cities, that's bad for the environment"", 0.7658281326293945)]"
3346,arg_18_113,"many of our natural habitats and ecosystems have been lost to urbanization, thereby rendering some many species of animals endangered",We should fight urbanization,1,"['many of our natural habitats and ecosystems have been lost to urbanization, thereby rendering some many species of animals endangered']","[('many of our natural habitats and ecosystems have been lost to urbanization, thereby rendering some many species of animals endangered', 0.9578804969787598)]"
3347,arg_18_114,"nature provides habitat to hundreds of native species. if urbanization continues, they will be at risk of extinction and once the damage has been done, it cannot be reversed.",We should fight urbanization,1,"['nature provides habitat to hundreds of native species.', 'if urbanization continues, they will be at risk of extinction and once the damage has been done, it cannot be reversed.']","[('nature provides habitat to hundreds of native species.', 0.7992775440216064), ('if urbanization continues, they will be at risk of extinction and once the damage has been done, it cannot be reversed.', 0.8990894556045532)]"
3348,arg_18_115,quick urbanization usually happens in unscrupulous ways with worker abuse and immense pollution.,We should fight urbanization,1,['quick urbanization usually happens in unscrupulous ways with worker abuse and immense pollution.'],"[('quick urbanization usually happens in unscrupulous ways with worker abuse and immense pollution.', 0.9424302577972412)]"
3349,arg_18_116,the more crowded a place become the more crime rises.,We should fight urbanization,1,['the more crowded a place become the more crime rises.'],"[('the more crowded a place become the more crime rises.', 0.6792741417884827)]"
3350,arg_18_117,the urbanization of american is detrimental to the country because it creates large segments of society that cannot support themselves and intensifies pollution and the use of resources.,We should fight urbanization,1,['the urbanization of american is detrimental to the country because it creates large segments of society that cannot support themselves and intensifies pollution and the use of resources.'],"[('the urbanization of american is detrimental to the country because it creates large segments of society that cannot support themselves and intensifies pollution and the use of resources.', 0.9398128390312195)]"
3351,arg_18_118,the urbanizations destroy the environment,We should fight urbanization,1,['the urbanizations destroy the environment'],"[('the urbanizations destroy the environment', 0.7799339294433594)]"
3352,arg_18_119,too much urbanization means less green space for people to enjoy and disturbs nature that resides there.,We should fight urbanization,1,['too much urbanization means less green space for people to enjoy and disturbs nature that resides there.'],"[('too much urbanization means less green space for people to enjoy and disturbs nature that resides there.', 0.8611172437667847)]"
3353,arg_18_120,urban development of neighborhoods leads to more crime and violence..,We should fight urbanization,1,['urban development of neighborhoods leads to more crime and violence..'],"[('urban development of neighborhoods leads to more crime and violence..', 0.8644066452980042)]"
3354,arg_18_121,urbanisation increases crime since there's more people in an area.,We should fight urbanization,1,"[""urbanisation increases crime since there's more people in an area.""]","[(""urbanisation increases crime since there's more people in an area."", 0.8779256343841553)]"
3355,arg_18_122,urbanisation leads to the loss of countryside,We should fight urbanization,1,['urbanisation leads to the loss of countryside'],"[('urbanisation leads to the loss of countryside', 0.9032735824584961)]"
3356,arg_18_123,urbanisation limits what farmland is available to produce food.,We should fight urbanization,1,['urbanisation limits what farmland is available to produce food.'],"[('urbanisation limits what farmland is available to produce food.', 0.8942819833755493)]"
3357,arg_18_124,"urbanisms destroy the environment and ecosystems, we can not continue preying on our planet",We should fight urbanization,1,"['urbanisms destroy the environment and ecosystems, we can not continue preying on our planet']","[('urbanisms destroy the environment and ecosystems, we can not continue preying on our planet', 0.9128265976905823)]"
3358,arg_18_125,urbanization and having high concentration of people in these areas will cause and increase in crime.,We should fight urbanization,1,['urbanization and having high concentration of people in these areas will cause and increase in crime.'],"[('urbanization and having high concentration of people in these areas will cause and increase in crime.', 0.9265956878662109)]"
3359,arg_18_126,urbanization can cause an increase in crime rates and pollution,We should fight urbanization,1,['urbanization can cause an increase in crime rates and pollution'],"[('urbanization can cause an increase in crime rates and pollution', 0.9863272905349731)]"
3360,arg_18_127,urbanization can cause pollution and other environmental issues,We should fight urbanization,1,['urbanization can cause pollution and other environmental issues'],"[('urbanization can cause pollution and other environmental issues', 0.9437137246131897)]"
3361,arg_18_128,urbanization can increase over crowding which in turn can lead to a rise in crime.,We should fight urbanization,1,['urbanization can increase over crowding which in turn can lead to a rise in crime.'],"[('urbanization can increase over crowding which in turn can lead to a rise in crime.', 0.9469168782234192)]"
3362,arg_18_129,urbanization can leave villages and towns as near ghost towns. urbanization can also lead to the break up of families as the elderly and young tend to be left behind.,We should fight urbanization,1,"['urbanization can leave villages and towns as near ghost towns.', 'urbanization can also lead to the break up of families as the elderly and young tend to be left behind.']","[('urbanization can leave villages and towns as near ghost towns.', 0.802478015422821), ('urbanization can also lead to the break up of families as the elderly and young tend to be left behind.', 0.9753865003585815)]"
3363,arg_18_130,"urbanization causes more crime, more pollution, and destroys the environment.",We should fight urbanization,1,"['urbanization causes more crime, more pollution, and destroys the environment.']","[('urbanization causes more crime, more pollution, and destroys the environment.', 0.9667449593544006)]"
3364,arg_18_131,urbanization causes over crowding and illness,We should fight urbanization,1,['urbanization causes over crowding and illness'],"[('urbanization causes over crowding and illness', 0.7848266363143921)]"
3365,arg_18_132,urbanization causes overcrowding and poverty.,We should fight urbanization,1,['urbanization causes overcrowding and poverty.'],"[('urbanization causes overcrowding and poverty.', 0.9851893186569214)]"
3366,arg_18_133,urbanization concentrates people in one are thus increasing pollution.,We should fight urbanization,1,['urbanization concentrates people in one are thus increasing pollution.'],"[('urbanization concentrates people in one are thus increasing pollution.', 0.6654434204101562)]"
3367,arg_18_134,"urbanization contributes to overcrowding, poverty and environmental degredation.",We should fight urbanization,1,"['urbanization contributes to overcrowding, poverty and environmental degredation.']","[('urbanization contributes to overcrowding, poverty and environmental degredation.', 1.021058201789856)]"
3368,arg_18_135,urbanization contributes to pollution and overcrowding which also causes rents to rise that can displace a family that is already struggling to meet its needs.,We should fight urbanization,1,['urbanization contributes to pollution and overcrowding which also causes rents to rise that can displace a family that is already struggling to meet its needs.'],"[('urbanization contributes to pollution and overcrowding which also causes rents to rise that can displace a family that is already struggling to meet its needs.', 0.9708058834075928)]"
3369,arg_18_136,"urbanization creates an area of poor quality of life, overcrowded, polluted streets, and a hub for crime",We should fight urbanization,1,"['urbanization creates an area of poor quality of life, overcrowded, polluted streets, and a hub for crime']","[('urbanization creates an area of poor quality of life, overcrowded, polluted streets, and a hub for crime', 1.025691270828247)]"
3370,arg_18_137,urbanization creates more poverty and crime.,We should fight urbanization,1,['urbanization creates more poverty and crime.'],"[('urbanization creates more poverty and crime.', 0.9446403384208679)]"
3371,arg_18_138,urbanization creates overcrowded places with high crime,We should fight urbanization,1,['urbanization creates overcrowded places with high crime'],"[('urbanization creates overcrowded places with high crime', 0.9454180598258972)]"
3372,arg_18_139,urbanization creates overcrowding and pollution,We should fight urbanization,1,['urbanization creates overcrowding and pollution'],"[('urbanization creates overcrowding and pollution', 0.9678658843040466)]"
3373,arg_18_140,urbanization creates spaces that are unhealthy and crime ridden,We should fight urbanization,1,['urbanization creates spaces that are unhealthy and crime ridden'],"[('urbanization creates spaces that are unhealthy and crime ridden', 0.9813851118087769)]"
3374,arg_18_141,urbanization damages the environment.,We should fight urbanization,1,['urbanization damages the environment.'],"[('urbanization damages the environment.', 0.9161944389343262)]"
3375,arg_18_142,urbanization destroys farmland and hinders the agricultural industry.,We should fight urbanization,1,['urbanization destroys farmland and hinders the agricultural industry.'],"[('urbanization destroys farmland and hinders the agricultural industry.', 0.956841230392456)]"
3376,arg_18_143,"urbanization destroys green space, which has been shown to have a detrimental effect on human mental states.",We should fight urbanization,1,"['urbanization destroys green space, which has been shown to have a detrimental effect on human mental states.']","[('urbanization destroys green space, which has been shown to have a detrimental effect on human mental states.', 1.0025776624679565)]"
3377,arg_18_144,urbanization destroys natural habitats for animals and plants.,We should fight urbanization,1,['urbanization destroys natural habitats for animals and plants.'],"[('urbanization destroys natural habitats for animals and plants.', 0.9331709146499634)]"
3378,arg_18_145,"urbanization destroys natural habits, impacting negatively the environment and endangering many native species of animals, plants and insect life.",We should fight urbanization,1,"['urbanization destroys natural habits, impacting negatively the environment and endangering many native species of animals, plants and insect life.']","[('urbanization destroys natural habits, impacting negatively the environment and endangering many native species of animals, plants and insect life.', 0.9867129325866699)]"
3379,arg_18_146,urbanization destroys nature and destroys the world for future generations.,We should fight urbanization,1,['urbanization destroys nature and destroys the world for future generations.'],"[('urbanization destroys nature and destroys the world for future generations.', 0.8872607350349426)]"
3380,arg_18_147,Urbanization destroys nature and increases pollution.,We should fight urbanization,1,['Urbanization destroys nature and increases pollution.'],"[('Urbanization destroys nature and increases pollution.', 0.9178593754768372)]"
3381,arg_18_148,urbanization destroys nature by using large amounts of the water and land available.,We should fight urbanization,1,['urbanization destroys nature by using large amounts of the water and land available.'],"[('urbanization destroys nature by using large amounts of the water and land available.', 0.9039851427078247)]"
3382,arg_18_149,urbanization destroys the countryside and with it much natural beauty.,We should fight urbanization,1,['urbanization destroys the countryside and with it much natural beauty.'],"[('urbanization destroys the countryside and with it much natural beauty.', 0.8924113512039185)]"
3383,arg_18_150,"urbanization destroys the enviroment, and mankind should be finding ways of utilising the space already occupied more efficiently instead.",We should fight urbanization,1,"['urbanization destroys the enviroment, and mankind should be finding ways of utilising the space already occupied more efficiently instead.']","[('urbanization destroys the enviroment, and mankind should be finding ways of utilising the space already occupied more efficiently instead.', 0.8741487264633179)]"
3384,arg_18_151,urbanization destroys the natural beauty of the area and should be fought against,We should fight urbanization,1,['urbanization destroys the natural beauty of the area and should be fought against'],"[('urbanization destroys the natural beauty of the area and should be fought against', 0.9044088125228882)]"
3385,arg_18_152,urbanization destroys valuable green space and contributes to the planet's ever growing pollution problem.,We should fight urbanization,1,"[""urbanization destroys valuable green space and contributes to the planet's ever growing pollution problem.""]","[(""urbanization destroys valuable green space and contributes to the planet's ever growing pollution problem."", 1.008679747581482)]"
3386,arg_18_153,urbanization ghettos up an area and ruins it making it too populated and more crimes happen,We should fight urbanization,1,['urbanization ghettos up an area and ruins it making it too populated and more crimes happen'],"[('urbanization ghettos up an area and ruins it making it too populated and more crimes happen', 0.8283107280731201)]"
3387,arg_18_154,urbanization harms the agricultural industry.,We should fight urbanization,1,['urbanization harms the agricultural industry.'],"[('urbanization harms the agricultural industry.', 0.9273521900177002)]"
3388,arg_18_155,"urbanization harms the environment by replacing green, natural spaces with concrete jungles.",We should fight urbanization,1,"['urbanization harms the environment by replacing green, natural spaces with concrete jungles.']","[('urbanization harms the environment by replacing green, natural spaces with concrete jungles.', 0.9499619603157043)]"
3389,arg_18_156,urbanization has caused too much destruction of wildlife habitat and should be fought against. we are losing species left and right due to this.,We should fight urbanization,1,['urbanization has caused too much destruction of wildlife habitat and should be fought against.'],"[('urbanization has caused too much destruction of wildlife habitat and should be fought against.', 0.9891866445541382)]"
3390,arg_18_157,urbanization has no regards to environmental protection and causes severe pollution,We should fight urbanization,1,['urbanization has no regards to environmental protection and causes severe pollution'],"[('urbanization has no regards to environmental protection and causes severe pollution', 0.9273213744163513)]"
3391,arg_18_158,urbanization hurts nature which in turns harms the people and future generations.,We should fight urbanization,1,['urbanization hurts nature which in turns harms the people and future generations.'],"[('urbanization hurts nature which in turns harms the people and future generations.', 0.9422169923782349)]"
3392,arg_18_159,urbanization hurts the environment & takes away from nature,We should fight urbanization,1,['urbanization hurts the environment & takes away from nature'],"[('urbanization hurts the environment & takes away from nature', 0.9018526673316956)]"
3393,arg_18_160,urbanization increases pollution and congestion in cities.,We should fight urbanization,1,['urbanization increases pollution and congestion in cities.'],"[('urbanization increases pollution and congestion in cities.', 0.9653447270393372)]"
3394,arg_18_161,urbanization increases the growth of pollution and crime,We should fight urbanization,1,['urbanization increases the growth of pollution and crime'],"[('urbanization increases the growth of pollution and crime', 0.9419705271720886)]"
3395,arg_18_162,urbanization is a grave threat to our environment and it should be stopped.,We should fight urbanization,1,['urbanization is a grave threat to our environment and it should be stopped.'],"[('urbanization is a grave threat to our environment and it should be stopped.', 0.9435059428215027)]"
3396,arg_18_163,"urbanization is a major source of pollution when you consider large cities such as london, where air quality is extremely poor and children suffer from respiratory diseases.",We should fight urbanization,1,"['urbanization is a major source of pollution when you consider large cities such as london, where air quality is extremely poor and children suffer from respiratory diseases.']","[('urbanization is a major source of pollution when you consider large cities such as london, where air quality is extremely poor and children suffer from respiratory diseases.', 0.9419401288032532)]"
3397,arg_18_164,urbanization is bad because it means leads to more pollution.,We should fight urbanization,1,['urbanization is bad because it means leads to more pollution.'],"[('urbanization is bad because it means leads to more pollution.', 0.6876446008682251)]"
3398,arg_18_165,urbanization is bad for farmers because they have less land to grow crops and is hurtful for the environment,We should fight urbanization,1,['urbanization is bad for farmers because they have less land to grow crops and is hurtful for the environment'],"[('urbanization is bad for farmers because they have less land to grow crops and is hurtful for the environment', 0.9488824605941772)]"
